ID,Zygotic_r1,Zygotic_r2,Day7_r1,Day7_r2,Day14_r1,Day14_r2,Somatic_r1,Somatic_r2
AT5G43220,1.282481929,1.593135616,2.650992842,3.128609771,2.121918608,1.948137238,1.691115428,3.630127697
AT5G43230,38.32667416,20.07715625,29.75383627,19.76502707,20.02940095,26.85478768,19.98033771,36.54891894
AT5G43270,80.70670681,63.72654053,140.6685137,137.2300941,136.8634799,114.3592453,187.4378668,190.1622785
AT5G43280,355.5375826,354.0655288,630.1059359,627.1344482,443.7220423,601.8582396,484.9670793,436.9899409
AT5G43310,559.8384388,676.1439356,519.6353232,592.8489718,258.4933391,268.6625299,526.2070774,443.1708569
AT5G43330,827.7645889,988.3100488,2451.239581,2699.306948,2051.55277,2219.995286,473.5976911,676.1315065
AT5G43260,1586.861834,1385.493495,1129.873049,873.4370951,877.2941925,829.8200085,709.260115,1418.83785
AT5G43320,1202.080175,1083.165284,1383.833342,1657.627439,1280.926918,1237.528374,1762.481655,1504.054041
AT5G43340,4.207520893,5.139806752,2.097619951,1.525050098,2.648982958,3.947841329,1.986616747,2.746837071
AT5G43360,11.29462079,13.73468354,3.639263103,8.215787951,33.4867162,14.67118932,9.862394726,54.97519073
AT5G43370,6.248123602,18.9013632,41.17324584,33.29539376,23.964151,37.6950478,43.81555424,49.07409317
AT5G43390,63.89512491,61.87475186,83.31057498,101.9834922,102.3011212,97.59255692,41.50711497,19.17844652
AT5G43410,14.22318971,21.80562379,4.851436262,4.45482728,5.292111187,21.33517433,6.133650551,4.002251639
AT5G43480,4.916996637,2.865073019,2.443738444,12.40424979,7.448713976,5.587083654,1.909751734,3.356744782
AT5G43490,205.4564709,188.3170805,181.0428634,229.9545432,126.2312801,121.5201837,175.1269627,196.1102952
AT5G43510,15.18012083,2.733661908,3.129786196,2.175432603,2.390156332,11.87088142,2.050167363,3.031667057
AT5G43430,711.7166749,550.2067754,740.8105887,858.7099531,1218.749161,842.634463,545.9416615,807.6729665
AT5G43460,5750.287315,5581.034841,7640.324852,7090.824679,9975.399181,8597.317323,6843.825239,8087.045138
AT5G42660,64.71910984,66.76796814,65.86252542,29.011559,83.06965946,77.08921657,83.04858117,83.31974262
AT5G42790,4841.011337,3576.278974,5430.486276,4454.270293,4075.30684,4440.644005,4016.930713,3442.301705
AT5G42765,318.65055,457.0249015,242.3536686,314.0930334,278.9866634,267.0262029,273.4352642,323.8350726
AT5G42740,1825.791852,1602.387415,1706.62877,1366.553703,1049.922559,1044.337435,1073.998548,1171.883931
AT5G42820,479.5735842,538.5518855,255.7833035,321.0928956,1396.223907,1170.240006,711.4840694,508.9166244
AT5G42810,1635.895004,1449.721693,611.7119712,706.9295943,624.0124887,638.9518,515.8333255,871.4858358
AT5G42840,30.66479638,3.205068065,26.39924434,39.09182871,15.16791261,47.21431823,22.41047455,34.32747635
AT5G42860,79.03593598,58.00923859,119.1523099,139.7821315,102.4666732,108.2091217,185.0055175,134.6689682
AT5G42870,156.2650897,128.2919013,188.7318663,227.7533425,186.4767349,182.4979602,202.7773409,187.4094382
AT5G42880,9.290336832,19.64605687,19.39702439,12.86883222,27.84900425,19.47928346,16.68627611,15.32403156
AT5G42910,3.178636809,5.84465509,22.91950422,13.81075225,14.55489261,10.99892116,6.984044325,2.523870773
AT5G42940,367.7527102,369.0552678,432.7974158,551.0770926,1009.882568,968.3675751,732.6857915,516.8918612
AT5G42950,597.9888726,650.3853611,729.3774853,897.247361,1247.698266,1358.505731,1087.426203,642.0950758
AT5G43000,9.36587655,19.38498849,7.95032457,8.360046365,5.187485748,25.84677507,8.507383666,59.36987501
AT5G42900,322.1202247,440.7389288,400.1798825,473.4088759,878.5363489,939.7491043,406.2032367,740.6371871
AT5G42970,331.6371096,466.7623076,419.1057098,534.6377239,698.1434811,786.5539901,635.0247361,381.7490492
AT5G42980,10545.22581,7770.761374,12942.49874,9910.482972,7716.691457,8143.862252,7371.535748,7683.431918
AT5G42850,527.6644715,665.9295429,2123.331307,1820.094708,1676.515032,1458.336831,1070.386125,1260.49334
AT5G42890,1824.60205,1531.019128,8212.669,6023.004575,3165.637239,3053.616944,1671.606127,3105.415597
AT5G42955,0.922344629,3.786205884,3.346942981,4.516525085,1.519713072,1.636043595,5.471374706,6.816203837
AT5G43010,412.1543336,635.9083229,688.9741536,864.7045645,1480.384232,1487.974633,1551.089621,624.9396733
AT5G42920,825.5403472,1055.855156,1084.129085,1228.893899,1316.346098,1147.810621,1251.404722,1284.320929
AT5G42960,399.0121619,678.0694077,1116.209423,654.8618594,882.4805877,856.2708698,696.7234205,517.3983528
AT5G42990,1793.016123,1146.093014,1152.3891,1028.615296,977.4308117,1066.102231,744.8200309,784.7095179
AT5G43020,1080.636161,1267.261412,148.2371089,96.32612056,216.9733735,247.0798581,325.397333,270.6665163
AT5G43030,3.084676462,2.837348318,87.45757884,63.6847652,36.74371934,48.23036331,2.497747011,5.834778273
AT5G43040,64.96475123,204.9653904,299.0434789,308.6292158,180.1565493,141.8468275,27.48790084,61.70556439
AT5G43060,622.5245705,714.662618,1878.432705,1910.199428,3340.578296,3054.267233,3744.855581,2634.618608
AT5G42830,339.4623138,171.9727488,652.0951853,645.2255138,241.5641529,221.7161593,175.9112107,278.980946
AT5G42780,739.0086862,1054.539636,81.84087819,100.8167565,171.012222,185.8197,156.7134482,147.7634659
AT5G42750,17.15782375,44.15236892,32.20733625,31.77930654,36.32460549,56.58719904,87.0772025,107.5362709
AT5G42760,85.23100374,54.31892758,55.31062844,42.52631726,18.88091453,25.11263453,79.55588418,81.04795871
AT5G42470,557.3934162,408.3441608,521.266142,583.3255357,499.6034738,571.157105,803.4082032,682.1094057
AT5G42480,1137.332659,1152.319547,887.9260915,854.218363,709.6340419,873.459389,819.0018801,973.505641
AT5G42490,3.859711569,10.09093883,21.01856096,8.761242199,3.609693076,14.25340941,1.448107649,9.710102257
AT5G42500,64.8331119,72.90527454,1.17955713,4.085509852,6.007607368,1.998156668,665.8723657,206.3931268
AT5G42560,688.0807632,755.153459,391.4949684,626.1919934,519.7679674,498.8931787,697.5062647,688.6576652
AT5G42380,40.88518073,23.90892337,14.22445125,2.945122908,13.31540417,8.406443489,11.71594738,11.4793189
AT5G42360,286.2717146,349.22255,303.4224508,380.8521845,434.724605,398.81546,664.1399293,356.793639
AT5G42520,906.5717088,759.3530163,881.2923261,945.7392069,1138.140851,1099.410202,1199.091118,1250.906196
AT5G42540,343.7472997,344.3346255,472.6098106,750.655194,934.9254822,570.8271282,671.0806537,430.5400716
AT5G42370,187.3547709,149.2002367,202.1044939,261.2723105,225.6680609,234.687816,226.8263888,237.2035592
AT5G42580,4.971954311,10.36870496,5.648449531,6.03806641,18.72313608,22.05822109,13.42811483,27.36524164
AT5G42590,4.163758928,2.25450311,14.51624446,3.657970454,38.14806489,49.69718244,50.11129566,27.32253635
AT5G42570,1294.562511,936.8043935,1187.858535,1369.917045,1143.425917,1037.015051,792.1578789,932.8191146
AT5G42600,3.120445024,2.060462625,8.417992692,8.056380343,6.388572997,2.1131879,3.179908675,11.00403283
AT5G42630,226.043742,197.1654481,42.67844281,5.520062942,69.80406785,73.50806396,113.4575645,127.5462335
AT5G42640,2.068821989,1.99524007,3.739130831,1.855396325,2.0677491,3.080745895,1.423318993,14.41068474
AT5G42650,83.48291499,150.0937448,91.71768623,49.51350754,72.62654026,93.41259709,346.2200204,202.9229013
AT5G42620,81.12114511,88.76353609,50.96697758,49.40386283,113.5255527,106.5398554,80.49257873,37.94279424
AT5G42670,268.1135233,251.2097333,340.0805217,384.0434435,297.4318182,261.8781923,321.377338,239.85135
AT5G42680,4.858926582,10.8342159,81.00907147,24.8158965,52.84079172,27.0072347,1291.673047,304.5240797
AT5G42690,179.1377119,148.4823652,24.56122026,31.38421672,37.72130058,43.74745204,245.6794355,202.0124708
AT5G42700,62.00834423,39.36774861,28.07102421,31.37704652,39.19519557,37.74478941,46.7287204,34.82529815
AT5G42720,1416.737236,1268.946107,356.1479213,519.6004979,102.4313655,81.66053804,1619.804547,746.1334017
AT5G42800,169.2459885,137.7822606,563.1389817,302.2641976,130.0611304,191.8186854,155.648448,80.07100448
AT5G42240,1027.097874,1448.506394,408.8225784,510.126862,259.986561,309.9992836,608.675298,551.6224504
AT5G42300,4426.592905,4401.131869,9451.630915,6726.701548,5183.98062,4926.754518,4620.955654,5099.710312
AT5G42390,377.429664,384.4441789,714.6398599,628.5155985,536.8861058,727.5918153,523.6602668,555.1082484
AT5G42400,181.7942773,263.1135875,155.4378728,189.6771684,122.1076033,153.9228527,214.1639117,169.0880417
AT5G42420,469.8628422,556.7679093,831.044268,835.997081,1082.229744,1041.373301,737.5319954,629.8636795
AT5G42440,17.9872909,54.55801321,39.48444811,58.58200975,56.20839501,40.8804043,41.87334462,26.51435715
AT5G42450,25.30139298,22.25698046,82.15910177,58.20674026,51.64249854,44.49574076,23.76051374,48.6358688
AT5G42120,5.407667035,7.903357694,33.83955955,12.67418515,35.46497845,37.02421424,3.079329314,3.237791704
AT5G42130,466.7919135,507.8566631,342.0461164,490.627263,400.1240257,389.2358895,506.3295895,376.2436714
AT5G42140,83.83342102,115.8143173,69.37330682,127.1385047,120.0603476,112.4843932,149.0592767,79.43731867
AT5G42170,1.133059371,11.43216202,16.68464997,9.360958871,25.50118983,21.38246138,9.125374818,17.61778666
AT5G42180,452.3479682,141.9122915,13.92351399,6.197109288,23.86165043,38.56185502,1065.120708,1150.789862
AT5G42190,4086.818577,4334.935671,2458.154774,2523.077374,2981.796006,2700.127781,2663.922819,3215.537133
AT5G42090,3272.198034,2339.594773,4583.871766,4315.535252,3859.737943,4328.579434,2735.35837,3347.306836
AT5G42070,1135.167895,1012.916747,123.1050247,125.8384914,78.34571966,64.24708285,170.573575,240.5137441
AT5G42030,1305.937499,1302.010334,136.0685868,102.7060577,48.23897891,45.07366932,564.8029468,654.5407805
AT5G42080,961.9080798,2106.784151,1240.371941,1639.520229,3016.922588,3222.029802,1700.156464,1660.434981
AT5G42150,209.6547883,215.8458212,1749.160202,1778.549679,1229.30816,1070.372322,820.7752067,467.6806269
AT5G42200,675.429793,1057.887379,201.0313649,255.5799681,407.117121,485.2123792,296.2331416,591.9335594
AT5G42100,3638.493529,2821.246695,1740.753834,1796.213805,1015.196582,1166.583905,1651.229956,1286.945812
AT5G41950,1038.939698,1279.918233,1269.87922,1572.706483,1462.942588,1529.625114,1610.892734,1813.972283
AT5G42050,1789.936171,1279.962852,3384.656157,3794.496215,2694.760834,2727.630017,1495.035356,1268.68183
AT5G41970,902.4894961,1150.184808,1824.613983,1720.073625,2416.10695,2770.084869,1667.203323,1418.970663
AT5G41990,648.4954029,494.7054085,1025.75169,1307.126294,1074.087575,1299.423997,1605.029202,1309.556435
AT5G42220,602.3498415,801.6429882,1028.225554,1265.843354,1145.246787,1125.109044,1239.226017,853.1135571
AT5G42230,8.287143482,8.497114063,4.852756404,4.372784699,2.976906312,6.208648774,2.414060933,8.010036351
AT5G42250,17.67338359,71.58011559,553.8104185,563.1023228,354.6874056,257.9304445,112.2435665,174.0805172
AT5G42260,6.942929491,9.18659324,18.21151102,18.36885434,0.676778877,11.71389069,0.163719465,0.68924885
AT5G42270,2471.205302,2564.509813,939.7391316,733.1923993,566.345627,599.5096638,986.9466317,813.4311045
AT5G42280,217.4122652,112.4905629,94.40503894,110.4558649,136.885204,125.7716692,120.9541187,101.0715834
AT5G42290,162.4227518,146.8501522,1561.952895,821.3600458,602.4107097,589.2536871,3.601701515,188.3087848
AT5G42310,282.9429893,322.9248318,90.33100843,85.41886354,71.95655146,96.98670068,234.9241656,204.1095501
AT5G42320,338.1545714,379.8120877,388.5403428,401.6501578,335.6072941,325.2309588,870.4429899,575.7171929
AT5G42330,118.0148821,173.8440978,117.0415345,81.2175062,79.00095184,67.28768309,103.8086686,84.90694702
AT5G42340,11.92904133,23.39587554,4.049055142,39.01759661,20.87267996,14.44271082,1.987013887,27.17568747
AT5G42000,622.3037251,635.5817162,609.8688629,619.4838528,558.189366,713.5094326,417.8032935,525.8678931
AT5G42010,33.12068147,18.48978557,28.54852392,28.60861375,33.70664621,31.2650375,25.26805515,23.27728854
AT5G42060,134.6187565,133.13876,362.3839366,373.0269991,311.1481769,292.9724522,232.25349,344.1162692
AT5G42110,30.6820904,13.39895183,3.718122981,21.94512181,15.88944588,20.92922632,15.1773482,40.36603728
AT5G41610,355.898452,407.3929738,516.0807523,549.2437905,421.9963126,531.8208959,72.71183572,87.56074656
AT5G41620,72.38348066,58.87296151,183.7486198,244.0124401,287.8643908,242.2354684,237.4485862,196.0055596
AT5G41640,4.177303446,21.17846594,18.75760164,21.2632287,32.57250335,27.56776779,4.071291241,7.702934188
AT5G41650,92.66136468,110.5426228,465.0048389,477.5636383,509.3517938,453.4281798,274.7281936,287.2113523
AT5G41660,47.74038348,32.13984341,33.79217454,31.95442206,26.11991067,33.81345586,7.804962598,44.35743189
AT5G41680,29.14307255,31.6792127,71.1871865,49.8110685,39.13600103,55.72106059,28.0438862,37.52291921
AT5G41710,155.1274225,156.4724455,57.15251744,52.31784905,66.0477306,68.70425397,29.45108809,106.7122993
AT5G41720,14.23039023,27.86325051,27.81736127,32.04337641,22.0505079,27.40025807,22.50174646,63.97466302
AT5G41730,2.649472685,5.189376533,6.466692474,5.716713452,1.605404021,30.30189071,14.16317871,17.86611451
AT5G41740,14.05987657,26.17620374,42.66825862,36.38975565,68.63476437,63.93298584,38.72956339,44.08148428
AT5G41700,5301.860415,4349.839072,3167.308867,3495.872304,7393.421595,7469.955635,6995.839635,8307.301265
AT5G41670,2265.720034,2908.930276,1682.728183,1724.942892,5335.570292,6363.229389,2663.283471,1487.283589
AT5G41600,3355.660136,4225.606147,973.3026729,1072.762195,1149.548432,1157.10112,2269.522927,1912.283447
AT5G41685,2162.777248,2087.140394,2357.365417,2145.078236,1787.254158,1684.694819,1833.601389,1427.084369
AT5G41770,310.4232729,221.5250994,312.2211613,374.9493799,318.9991156,293.4543544,380.059804,254.0733263
AT5G41780,21.42032675,3.605323335,15.25775888,7.927813819,2.602160092,1.410711796,1.408806225,0.806543523
AT5G41790,47.8463472,30.75170411,57.84206331,62.38466466,58.56434265,55.18118432,284.3360632,89.44375823
AT5G41820,21.78265598,20.72119854,20.14492463,27.01993256,20.95856638,24.22439868,4.170319668,31.93226264
AT5G41850,155.120578,161.7706305,147.84,159.5113535,138.2996461,174.5923698,201.2168421,139.8090773
AT5G41860,74.94685887,62.10083497,116.4155104,111.199761,75.98059982,75.95406736,56.91419704,65.99435329
AT5G41870,606.2709338,488.3599082,487.8080154,634.321453,206.5827092,234.9140646,367.3066926,295.2831042
AT5G41880,220.9438973,313.5960293,840.9401322,633.3589985,498.4334808,503.912785,525.7950923,448.2139021
AT5G41890,3.465804442,2.373301134,1.875845277,3.782658049,3.714119838,1.690121325,1.851559497,10.88936508
AT5G41900,5.474308882,5.033378731,8.53344382,22.93861951,9.186597637,12.66106501,8.630079078,30.25608236
AT5G41920,150.3244779,116.4108478,71.48355287,89.41409053,33.31656035,31.38174,130.0089757,82.51748031
AT5G41930,32.47306133,50.51831258,47.1410095,101.1018753,185.4559079,255.439352,120.9435166,35.98974083
AT5G41940,887.9344006,948.7550352,1046.901334,1220.844735,1676.922905,1776.686516,1362.641474,1225.975893
AT5G41760,441.5481205,537.211911,835.0859891,966.7631405,828.8772731,835.1574409,592.9480747,744.5153
AT5G41800,311.693256,244.3179415,439.3848355,477.5583679,230.3369492,216.3309038,191.0794126,150.8032691
AT5G41810,113.4370861,143.5441604,32.35177559,16.72366078,47.55721255,65.81686687,32.06880096,83.47883336
AT5G41960,395.1477704,320.393565,651.1215932,700.2299061,468.8023833,494.7577164,401.449653,513.5796452
AT5G41580,618.2041484,565.7800075,400.2210017,432.9781704,398.6315533,351.6932501,404.1674955,432.0931104
AT5G41250,5.255408635,4.763822446,7.580056074,2.741848935,2.984900818,4.882090165,2.727559897,6.83413859
AT5G41050,47.82686022,56.47464672,3.462665609,17.42592486,18.57418577,19.18060513,31.18688453,49.46668097
AT5G41040,4822.080369,1540.508054,33.32816196,31.10947859,164.4718624,169.7314648,361.4587978,484.1665392
AT5G41060,292.7367346,361.8977409,202.0772198,252.2029798,283.1359859,272.9521603,530.3145721,502.6118514
AT5G41210,917.6174974,759.715053,1894.897196,1703.610048,1630.861819,1613.555538,1131.126738,1278.650075
AT5G41150,146.176234,157.8148219,131.0124739,161.6005677,143.0676891,158.7978608,200.3181945,154.1879173
AT5G41260,169.9640991,267.6663808,329.4451577,445.3764325,526.5973569,564.7426476,343.5145771,406.2102719
AT5G41270,129.9104382,152.3234302,226.84606,240.2728334,474.8987714,406.5773384,151.1142439,274.1965526
AT5G41280,33.43942463,40.12536047,53.41736915,32.14311009,27.18915012,20.3529052,14.91912299,70.64906768
AT5G41310,1.092747371,2.881739981,8.196102214,2.830313558,2.06922026,1.185939716,1.226931947,1.614156673
AT5G41320,38.18089906,46.17226683,49.02602854,56.97807669,27.72142426,35.11959928,33.00361661,53.52312561
AT5G41330,51.74413733,67.33785746,63.41603812,50.36629536,118.4970458,149.7518322,48.09377421,65.18154235
AT5G41340,3303.551514,2827.288421,1582.216207,1914.477058,1206.098597,1079.80076,850.5340931,1391.131838
AT5G41380,5.69099298,16.45619107,6.120145224,32.58256972,22.87847704,34.21678822,3.542285731,8.862082684
AT5G41440,2.675379589,14.50237971,11.28924314,3.575753052,2.163620552,3.830510704,1.512446651,15.96106276
AT5G41450,30.36953867,33.34872679,11.24908983,4.594744555,5.295056858,19.05392327,8.388109766,9.575982497
AT5G41460,985.4327781,929.7048502,476.189018,474.937862,70.32877882,129.8559652,49.13760793,277.9101957
AT5G41480,233.9793881,183.4926902,349.9743212,334.5438349,348.9302217,392.718344,280.8322764,254.2012327
AT5G41490,0.838945875,11.41727748,3.764945262,9.608982804,0.685813799,1.995032524,1.642221845,1.215917324
AT5G41400,32.87922734,56.18949504,416.8641632,425.9069994,184.7053829,177.1806135,516.1687807,288.3866026
AT5G41370,357.0311805,278.3924419,170.2628647,287.9535803,409.530612,361.6590108,555.3812728,290.279181
AT5G41350,247.8877204,351.0676146,544.6221271,576.347898,551.2063852,759.9060867,320.64575,347.7128099
AT5G41410,178.61065,158.4012661,6.58435715,22.9985911,14.77071101,17.09795802,54.54099962,59.93217552
AT5G41520,7518.75089,7680.17692,13694.70157,9419.004588,11495.73139,13963.05471,9395.411115,9512.80245
AT5G41540,40.07919745,4.086497185,25.10781791,19.5412621,25.45097662,30.69495286,11.99524888,7.422877343
AT5G41550,71.04138643,71.50662884,115.2626996,114.3823326,112.5105451,93.8333047,64.7147954,73.17117106
AT5G41560,1285.965137,1111.909479,944.7738229,800.2077764,787.5767387,853.3682194,806.1867687,1019.013188
AT5G41180,435.0421315,370.3371338,384.3267503,371.5826765,272.9508193,314.0319539,434.9431252,409.6906211
AT5G41190,645.976739,568.2644103,1286.926816,1410.932169,1540.475383,1795.977178,1279.878467,941.1677481
AT5G41220,578.9083372,353.8583178,228.9635922,263.3190324,255.7257138,296.65216,317.6023664,243.176605
AT5G41240,33.01885602,17.36548045,19.15953351,18.36762289,27.09755929,36.82092856,20.24490364,9.931720144
AT5G40870,1073.088589,1290.647149,807.5094547,1106.951603,892.8261535,908.5919615,1385.530548,1045.937745
AT5G40880,55.72509478,55.63086818,96.50095304,73.1914718,80.0660122,86.87956049,48.66105433,46.07625518
AT5G40910,135.5235123,98.12526002,233.5994419,381.0439981,297.6333581,359.3242783,475.682412,331.1303496
AT5G40920,147.9980476,64.65316856,215.8173506,257.929796,130.7445937,111.1750851,203.7191065,206.7010979
AT5G40930,1540.603369,1392.651537,1874.683416,1579.412479,1150.400818,1018.869427,917.3537122,851.5017557
AT5G40940,6.194280157,1.912586918,5.556006195,1.226276545,2.164468329,2.762669592,0.623818144,5.970844201
AT5G40810,1492.1624,1814.126336,3047.296519,3198.684863,3805.77018,3615.918671,2911.338999,2126.830379
AT5G40850,236.6843017,257.5828517,989.0991874,1056.953387,1598.29314,1618.153096,1309.172012,1134.955193
AT5G40840,115.5957082,139.023295,161.7362334,231.4400247,207.6054769,171.1656826,97.73582957,45.01096206
AT5G40890,98.47268277,67.00935999,172.6445496,62.54939764,172.0624897,222.3983985,963.9907931,891.7190421
AT5G40820,108.3408912,94.75334082,98.66495329,92.55742033,137.8045578,142.905332,116.5201021,130.3651508
AT5G40960,1129.670753,1161.619187,583.4527039,826.442854,337.2355163,347.056561,1073.086181,1038.833043
AT5G40970,183.6110813,162.7431341,158.2833855,203.821647,207.2962632,250.439663,114.0774697,190.5959995
AT5G40950,7963.545701,8031.802917,1769.271072,1610.736806,1563.108929,1735.462375,2243.934054,2637.861767
AT5G40980,21.64197832,25.67148608,312.9344349,455.3321384,89.04422227,92.284146,489.8800632,322.8278646
AT5G40990,12.73983451,12.5530433,30.3679151,2.461725382,1.745221712,14.1573678,13.54039528,0.961222498
AT5G41000,746.6711732,728.7466082,287.0254453,285.1154101,135.117355,157.069159,243.3526126,191.9822667
AT5G41010,581.64703,702.3133399,2397.148142,2327.03719,1978.118753,2040.206082,1559.182503,1628.677282
AT5G41070,1057.656223,845.2744487,249.1539707,308.1378508,104.2358895,167.4483024,27.05030236,246.7445361
AT5G41080,133.8812356,99.30500464,69.54466258,65.28905646,54.034742,52.7771608,121.0398588,103.0764276
AT5G41090,6.892125825,7.221206749,20.15976205,19.72549655,13.0183535,28.49690854,16.73728348,26.07565417
AT5G41100,250.8155375,204.4417711,338.0406668,288.6328265,188.6275351,234.5746346,208.7079171,234.1521306
AT5G41140,82.30899973,83.75303062,7.676346872,27.78764826,26.5371784,33.84157814,66.3749899,60.87337462
AT5G41170,18.25818953,19.96677861,33.10154724,29.03201243,17.12899821,23.01126851,18.39158671,25.63061684
AT5G40660,378.7268874,708.1759748,2119.392409,2382.61757,2128.196796,2352.51742,1306.749661,2361.541304
AT5G40650,672.817908,637.6264489,1595.616142,1241.500466,936.4844654,993.7220666,1706.559924,1008.184377
AT5G40770,1129.448228,1809.62147,4756.80944,4564.085078,4533.307609,4915.925134,2410.053446,2532.265555
AT5G40740,147.2627907,239.7862427,161.6284345,202.2558092,288.9120291,340.9686983,359.6520457,287.0959264
AT5G40780,290.1469102,287.3639613,4175.031996,4920.10964,3181.422316,3042.250124,76.05265195,521.5679764
AT5G40830,141.8879693,216.0059204,224.4867282,286.6541612,500.1329224,454.8658816,476.042908,359.5208651
AT5G40860,2.850730751,16.77096925,23.63121624,1.794788494,12.59270085,32.10204246,14.17680904,14.7377638
AT5G40350,3.584151666,2.105465076,1.547340076,2.245226146,4.313341785,9.853035636,0.7096552,6.059610567
AT5G40360,37.15265398,64.46543458,5.413538105,2.824885919,0.367640739,3.221301668,1.831711193,7.217756194
AT5G40440,89.01970067,93.30554853,191.8882146,231.6408972,168.4277711,144.3305606,141.6372243,173.3325583
AT5G40430,2.014221112,2.031195927,10.38904392,2.793327651,1.345741461,2.124589023,6.476089411,1.552978552
AT5G40420,26902.54899,20478.69771,27246.1873,17219.35162,12866.5194,13433.22471,144.6874402,16103.67328
AT5G40480,307.3994433,467.0145192,746.1870259,1023.284694,790.1296682,876.9349771,1037.529611,1005.29282
AT5G40500,332.9781367,226.8069389,99.46567087,97.59847968,74.46068347,103.695036,186.3274941,257.5514899
AT5G40520,132.937318,124.8905979,183.1324993,181.1775082,144.5168826,138.3084058,213.9447893,185.6593774
AT5G40490,130.294955,134.6370502,115.0208193,127.5182473,130.2036876,52.85824377,143.9421651,83.62826396
AT5G40510,57.05749091,51.617686,43.85218319,34.74400133,32.42224558,70.03071645,49.13803538,96.4974076
AT5G40470,174.3988554,134.4452735,136.5188481,86.82181853,138.0890423,107.0651825,142.4627513,208.8419244
AT5G40530,276.1039608,407.7802361,646.2878474,616.5772842,613.8552473,728.4409678,569.4223731,566.2496962
AT5G40540,647.2150572,505.3166814,790.7665466,776.4173993,452.9268951,430.0231119,203.9013899,349.3070417
AT5G40550,178.2330443,168.4939225,142.0643557,209.0103332,136.8871431,111.316836,117.0353574,178.3554108
AT5G40560,0.656567419,0.364866164,1.291118619,0.589866628,0.511627762,16.34806579,0.270982388,0.940352294
AT5G40590,9.408835022,21.12942128,39.79824507,34.93456785,85.0390529,72.88839686,19.19030497,41.41531103
AT5G40600,214.1565048,173.9865264,128.0822705,138.7036181,121.8543074,80.99531737,141.076446,110.6556083
AT5G40610,6530.03377,6650.942515,754.9544778,676.4332622,541.147102,400.1120348,556.5983471,929.9432363
AT5G40630,52.71805485,45.27800623,48.39691132,3.950921868,76.15247036,85.23039283,90.20657252,108.357556
AT5G40640,195.4795748,290.1099124,40.46740065,107.3322375,64.1494851,83.02592997,154.6395381,98.82496045
AT5G40680,24.53373476,47.04495582,47.2576092,43.75145155,46.07776578,22.1135317,27.13961924,38.87178725
AT5G40710,227.9705653,279.7130596,300.8088243,466.368257,370.6827571,322.9945645,381.8575807,387.5640496
AT5G40750,8.494442504,0.345962718,13.10035388,2.099475371,1.544355696,9.29079345,1.313077768,5.212461183
AT5G40760,1997.291994,2562.159661,2145.459974,2236.444255,2360.61033,2116.738739,1076.250792,1077.122889
AT5G40670,951.2297345,806.2377405,1757.209121,1698.384048,1049.687607,878.5361455,1289.101219,1013.455612
AT5G40580,1201.383753,1646.85069,1880.338286,2176.653532,2161.45549,2309.529853,1990.321303,1718.583951
AT5G40730,243.1070616,415.239945,1149.248899,1152.336402,3272.46732,3318.128929,2784.707596,2514.000883
AT5G40645,0.771093773,4.066148947,16.9271293,0.531267773,10.27096248,25.1533265,14.56701658,27.08596321
AT5G40690,138.8149918,76.82496019,70.07258563,35.59810242,63.15098749,89.43022868,257.8679712,157.2540598
AT5G40450,20.18521113,16.60821715,53.73228344,20.21886087,57.60222147,51.42870941,881.2389558,867.1623108
AT5G40460,65.74967227,66.1555366,243.7860748,234.5297696,87.50433819,87.39825173,119.6606768,53.91617874
AT5G40370,3237.227911,2192.953016,11465.88412,7760.038572,5233.230764,5416.346907,5404.836447,5250.78216
AT5G40040,35.04675604,34.58435614,12.73745695,4.595010108,15.22361418,38.20669537,20.37844394,24.83890529
AT5G40050,20.91428565,38.97972416,41.3994922,23.47994516,24.305974,40.91914598,10.75891474,12.40023048
AT5G39860,497.7202929,546.0661365,72.36074444,44.98521658,20.86087005,34.47011014,41.63549858,80.87194377
AT5G39890,5733.001537,5656.115385,1597.100433,2264.767043,4391.192363,3989.279261,1596.3215,2080.632558
AT5G39950,2834.513396,3023.901675,2652.219148,2064.68649,2548.387807,2598.25099,2716.518644,3395.618023
AT5G40060,40.04317682,52.64085503,5.695323754,2.136563289,40.4905719,5.158269842,56.72124013,90.66120615
AT5G40070,16.16451367,5.662710323,2.278768542,3.157315266,2.458959626,18.39141623,9.683224767,4.414677104
AT5G40090,26.07481731,41.03045033,50.65587044,60.0885392,88.52155552,88.20126295,194.7431365,204.5617797
AT5G40100,58.94506427,29.29386331,207.9245039,192.2602176,292.0444845,293.1993378,544.1788392,706.6644337
AT5G40130,5.451018346,18.4281206,6.971543929,6.62716762,21.37916613,6.073624383,4.444968264,14.75034859
AT5G40140,7.130790313,24.43225317,3.150321674,2.154659833,29.4180608,12.87970524,209.1916347,61.10526429
AT5G40150,391.8358323,445.2222492,280.9213905,334.5673792,149.4374166,183.3158413,403.9132905,338.3199223
AT5G40170,25.38789532,6.392281355,210.6489117,272.9383076,201.5543827,186.7055185,408.5029323,453.6316414
AT5G40180,1.987722225,2.112541569,0.410957878,1.288674184,1.36772139,1.091692241,0.23220616,0.567748897
AT5G40190,2037.578163,2077.998974,1216.737752,1130.036177,1116.193049,1168.015008,1220.73989,1531.500488
AT5G40200,394.6883994,598.6222432,899.737755,943.5748922,1426.945688,1525.573797,1324.591338,872.5706595
