"header","Zygotic_r1","Zygotic_r2","Day7_r1","Day7_r2","Day14_r1","Day14_r2","Somatic_r1","Somatic_r2"
"AT3G28420",116.5689403,167.9559279,92.02301893,101.089632,29.5372854,10.92170438,32.61912997,60.57632548
"AT3G28440",3.944001786,3.665585688,4.707527916,2.562104061,20.50088145,25.84515802,11.56602325,6.271644968
"AT3G23130",14.29246097,27.99013631,16.7743235,3.716687025,2.364506104,3.777535726,8.555224845,24.63180405
"AT3G23270",15.61711563,6.712191107,1.559855706,6.720410016,0.537070557,0.334427705,8.76345378,18.26087314
"AT3G23150",146.8921779,169.9115421,254.0996878,224.8060822,949.6489613,906.4571244,1367.719456,780.1929135
"AT3G16980",652.7314567,800.0574746,412.952044,398.6663005,146.8066289,164.8650675,154.1713931,205.6946037
"AT3G21840",23.59583848,71.31701653,22.13562818,21.71371773,9.652076932,7.083374706,6.809373959,38.52691916
"AT3G21780",3.438850896,1.643205685,2.751782078,2.632948707,31.40365265,4.49427486,10.47031626,9.836857647
"AT3G20840",107.748793,104.1649321,278.3001769,334.2168609,783.5551725,839.1666396,233.3334915,213.056497
"AT3G20810",371.224072,419.394792,893.6331231,805.5853177,2083.527946,2136.71264,1621.472089,2571.67249
"AT3G19400",26.0999072,24.78928073,91.149993,96.92695195,120.6320493,126.3162803,362.5734974,243.0888033
"AT3G19480",55.99047541,92.75313486,25.21095159,13.53310402,22.23592924,13.86265362,68.64331124,32.41313342
"AT3G27580",391.2029017,297.9370828,1149.758484,1057.815586,1613.51136,1826.367966,525.6005617,582.026598
"AT3G21270",44.4283664,59.95005665,200.8069488,178.7277525,501.0836113,538.0745115,294.0795909,295.0365984
"AT3G25920",5965.546554,5898.396468,2009.209048,1742.903455,609.1658375,592.1963967,1416.722344,1651.144978
"AT3G23670",259.9081802,301.5423383,142.1544748,76.60881853,37.60459715,57.4165233,169.2950104,79.53434718
"AT3G14670",2.809658524,14.70090511,2.426803936,4.355289748,1.566486181,1.90192473,0.80651848,10.64468218
"AT3G23520",6.541893001,1.053569202,4.977196597,1.746465194,10.05406477,30.90323766,12.41082195,3.935324888
"AT3G18120",5.489820389,16.54442195,3.893760159,3.604995549,0.993079739,4.17823958,1.819107029,6.894252397
"AT3G18070",29.67617998,17.37135925,24.23347363,12.23184317,2.730128575,0.780729379,21.9084839,15.84384579
"AT3G18080",2832.041988,3882.258699,1149.644448,1120.332413,312.2526338,287.5815874,1241.362373,1193.893107
"AT3G17910",189.5338944,206.0545626,644.5416012,742.3952023,884.1295269,935.4852911,608.0786049,545.2527866
"AT3G21510",51.83984278,52.47428096,134.5112786,51.00610579,319.6229611,257.7586201,1821.808041,1457.051332
"AT3G21580",410.5807255,488.5546714,276.0896763,202.6328749,88.13248032,127.5744584,260.9372658,339.8489576
"AT3G13890",26.56524944,2.755796751,5.849810503,4.553383936,2.444069483,3.733246921,20.38270287,8.774471894
"AT3G13980",81.47665312,62.63309059,216.0181487,228.5472369,656.9653065,616.3015706,2479.717495,1923.45783
"AT3G17890",88.82588875,71.42774739,182.1251432,397.2679486,397.1700809,385.7185045,193.5096112,258.7716129
"AT3G15680",1755.878097,1999.835507,838.619658,933.4935357,386.5188682,376.4498685,1747.63362,1085.448019
"AT3G15840",364.5743919,231.3182187,631.5085178,708.2897912,74.18439517,57.0159429,199.884703,651.4926125
"AT3G27770",1042.111156,1442.905283,2430.458384,2883.560078,5810.480841,5611.909645,2240.779543,3651.545744
"AT3G15810",192.2111995,189.9202059,367.306335,285.0909847,897.7490206,814.5519344,983.8603416,737.6989806
"AT3G26780",45.38287898,82.89755278,171.3680071,177.2904942,330.9264181,303.4764942,262.5498761,200.7607961
"AT3G23460",0.509154658,5.211268043,0.364480909,3.165669244,0.516235156,0.688376832,6.858447597,0.234781938
"AT3G23400",2922.771998,3336.608055,1554.240643,1700.012566,407.4970683,427.1381417,611.7165404,1861.860161
"AT3G30640",16.91494088,24.77930727,37.10989394,15.22884666,0.638966618,2.188260632,1.005000113,17.9218059
"AT3G22660",126.7824592,208.1050769,288.7155159,462.9967595,1470.455278,929.6318247,455.524458,446.0897969
"AT3G16020",39.994387,16.78693878,2.262337078,14.75934582,0.423526915,8.507052194,3.530523495,12.40826612
"AT3G16150",132.0197079,164.1238533,170.5068197,334.4610075,667.7121016,593.9795317,65.80322579,86.42964212
"AT3G17700",64.30078651,77.00039398,82.25872687,58.01378241,5.105395102,22.41511794,33.42233259,54.85471918
"AT3G14415",761.0631646,1556.935176,422.4307617,396.2353052,192.4355075,211.7360029,594.5501044,395.7400239
"AT3G14395",2.545950123,11.65534533,35.21430234,15.36572541,27.9393992,43.41079825,37.80526671,34.0720332
"AT3G17680",1064.289556,1169.753414,292.7374296,291.5374476,173.3910658,157.5617001,742.4451233,461.03336
"AT3G15520",653.0493581,527.3567143,187.4061638,137.5166587,71.03669697,71.99414567,229.5218117,196.8366778
"AT3G15480",5089.630113,4662.232597,1272.917001,1331.945395,1203.664192,996.8984317,1535.249379,1670.171379
"AT3G15360",2657.935624,2725.502254,1137.946466,1196.353549,408.7974152,455.2446588,1004.495626,988.2038858
"AT3G15540",166.1056711,169.7172039,515.2918602,443.0023446,1092.872107,908.2132944,54.68920453,115.6700172
"AT3G17620",28.15438676,21.44300568,36.05676374,34.08687865,2.850684747,5.228279299,2.079818992,2.529406521
"AT3G16600",1.887055891,2.421514467,1.272616261,3.655402833,14.22810908,25.38542737,1.149362114,1.344498859
"AT3G22310",319.3636592,465.3816144,1350.859653,1470.107977,4356.50804,4177.133167,1910.140354,1191.42788
"AT3G22360",6.249215428,5.818837507,11.51532262,16.315358,42.49360942,16.35401121,2.989886421,4.627441959
"AT3G06030",916.5798113,1173.777879,260.9493213,402.9115125,203.9190333,213.7381913,569.8078216,346.7927601
"AT3G02550",1365.974874,1947.262617,1763.741824,1697.135313,6631.024838,7257.711953,5513.795337,6281.980575
"AT3G06510",3818.143712,3982.784113,1407.666897,1317.55934,963.4062676,837.9130071,1392.336194,1130.932389
"AT3G07050",178.7665842,247.9865544,236.8241117,330.4294283,1266.125103,1060.705925,879.3224728,420.006512
"AT3G06895",18.80686342,9.009334643,39.01248331,25.69468034,4.356678007,0.847693888,5.13505383,0.982365206
"AT3G06930",176.0026765,257.467758,803.6083869,907.7194156,972.3563784,1134.445935,803.569907,629.4850733
"AT3G04260",677.195582,713.132368,328.4021043,362.9822974,173.6759928,139.5122751,412.3800824,362.2239002
"AT3G04290",35.14638008,69.05288117,18.87645265,20.26481051,7.426478055,10.9684452,131.2801118,16.12500735
"AT3G04520",647.8915812,750.0241558,1732.851193,2156.594705,4239.961749,3721.050725,2699.726684,2116.661914
"AT3G02875",1214.139468,906.6274041,309.0014375,315.5221237,161.942254,155.6426169,187.3894259,198.2869627
"AT3G02820",81.89082242,111.0001359,241.2734944,302.2130125,368.955679,410.1804102,261.3778322,149.6883747
"AT3G08740",4894.418609,6129.284061,2492.10519,2183.976593,1253.117022,1324.4821,1150.153134,1817.068722
"AT3G09590",17.48125414,37.80123672,15.63345368,17.64096231,1.753993696,4.562311944,8.452055776,16.70280842
"AT3G09610",103.2630237,58.19847035,28.54362571,45.87288881,14.46005848,16.10578845,35.7899906,41.31197122
"AT3G05830",447.0731657,533.6367988,129.8273142,131.7691692,107.1292664,88.49707985,111.5985851,132.5542064
"AT3G11740",43.22190055,62.05930283,37.32688174,4.507840142,4.120901042,18.6966346,10.6251515,29.88782483
"AT3G04570",163.9664868,82.90507252,189.2625698,96.22602022,1015.773634,970.4505018,1377.751979,639.4822694
"AT3G04630",1291.724946,1249.724444,443.2533634,530.1703782,216.2665919,249.1846242,1130.239467,909.4502693
"AT3G04760",615.8416234,701.0880033,208.7518938,204.063282,84.73314621,71.98960051,298.7985481,236.2299461
"AT3G04070",30.65754663,35.73733245,116.4183041,71.13014638,249.3740496,248.8159534,2092.460397,1350.580245
"AT3G04580",69.87463874,74.83153741,218.0598733,306.7505727,397.6538469,374.2526027,287.0212437,140.1539364
"AT3G07270",191.105537,283.7603086,627.064965,567.6025294,995.8901461,961.1203003,1762.044688,1494.677727
"AT3G05720",207.5267065,138.2443645,40.44946797,48.87452466,4.751203524,20.23065905,21.92945742,38.55978778
"AT3G10060",442.8383175,580.1004118,150.1953739,169.7004448,60.02087004,55.81573106,122.8850032,239.2994521
"AT3G10100",38.12751298,40.37805745,32.08450965,22.8763923,4.282011003,8.97861985,1.645765825,5.855961286
"AT3G10680",3.514751994,2.411614986,2.573535763,7.044260151,13.32475385,25.21025042,15.73407158,4.321507952
"AT3G08950",172.3288808,161.8450949,582.909627,680.5005432,738.2644294,787.3997183,491.8520492,391.8479346
"AT3G01800",118.0689584,123.6323714,434.5067777,447.2075414,465.2782019,528.9297912,338.1855479,340.8211301
"AT3G01860",62.64496213,54.36921874,147.6260415,64.55835622,250.135148,233.0896311,496.8922478,366.9619772
"AT3G33064",5.011594392,5.34987688,6.203508885,5.175131384,41.2014678,18.79805019,11.64897627,16.81586375
"AT3G03380",48.7065052,62.59842491,90.78159392,162.1302553,227.9235468,368.1778574,185.3674688,142.6385753
"AT3G03420",148.6288338,198.3147401,493.256952,558.3071266,694.4955789,852.2493521,583.9508723,473.4807273
"AT3G11700",2197.463937,2171.836172,656.6616887,980.6218268,481.0318681,512.1032344,543.107168,275.7347067
"AT3G04980",382.9045122,499.4426674,117.0836241,126.2236983,72.40139038,88.87785662,86.64453013,49.15941332
"AT3G04940",518.1528892,601.0164114,181.0843798,145.016123,113.2105921,160.4761253,984.098538,784.2402002
"AT3G02170",302.1033458,441.5802714,195.2127872,187.3806872,66.22486953,60.34035137,157.5839687,153.7683315
"AT3G05500",17780.9002,14640.93922,9448.291838,6974.32717,3478.837712,3383.103568,2623.707047,4867.779912
"AT3G01310",267.1468569,423.1380056,737.4156319,709.7787346,1599.077933,1906.480909,1316.573049,1451.443362
"AT3G01660",173.5086176,119.5306682,75.43245648,62.5097184,32.19886541,30.67052591,87.08904703,151.4946272
"AT3G09050",122.5509954,152.5584675,44.34541138,46.1973181,19.99667285,42.29458619,50.84176658,60.21033129
"AT3G03660",37.90228702,56.9010367,129.0732769,233.0327916,276.8094998,218.1170833,43.01059448,102.7797422
"AT3G11620",1292.191149,1183.636798,369.5244597,397.205455,222.4307326,203.8897635,454.7413009,475.0577898
"AT3G11600",768.897312,779.7129512,271.1077477,116.2128311,155.7093824,174.0428298,82.27411834,139.0474427
"AT3G07650",24.4725128,76.43642872,73.67825944,59.42324432,323.5478855,371.526454,194.4710118,177.7823131
"AT3G11480",17.18581431,2.305137003,16.99694218,3.913996794,0.685009557,2.042887712,2.265558708,1.194385885
"AT3G05060",320.7521729,319.4377905,804.6312855,924.0103709,1556.996244,1693.318301,1099.975607,516.1525824
"AT3G03870",8.125797094,11.53269282,12.92485948,35.65913826,71.84633453,65.38483532,109.0121903,140.1691869
"AT3G03770",2076.401724,1316.850688,575.824526,650.7762816,89.99369328,106.6741454,208.8084618,400.6545886
"AT1G13310",16.06311049,11.25468144,4.620186907,3.925093774,1.547809124,1.872591602,7.217328679,10.53043592
"AT3G16370",608.362811,1048.953668,443.1579099,296.4099233,166.7070322,178.5686881,119.9274038,145.1533534
"AT3G16310",408.2274059,592.3843373,1835.457633,1744.121201,3437.199762,3617.315253,2161.456632,1871.386862
"AT3G16470",19.8330149,27.73459871,14.12051433,3.669194066,86.92200905,109.1167611,9969.843338,4405.244031
"AT1G01620",8695.02001,8627.038839,2477.551484,2054.646831,1753.738301,1803.873237,7149.905478,7594.188502
"AT1G13790",35.01731975,67.91895414,17.1036957,50.29505204,2.464088043,4.093580773,23.94455582,3.526509363
"AT1G18900",295.3329687,219.4454141,840.6441003,777.8737376,958.1599945,1109.418647,624.0961699,608.0784143
"AT1G18940",248.5393471,231.408779,83.09819526,63.636633,14.29240658,34.64881128,4.238937942,97.14951048
"AT1G18980",4.33482669,4.155116685,24.38104065,2.578651534,5.34813301,32.31377177,253.736528,279.0548435
"AT1G15890",30.38310347,22.54434033,30.3577653,11.27851762,2.318936657,6.80693805,9.716171607,38.1201034
"AT1G15900",123.8583384,86.5401556,77.59977259,38.23917985,7.857947062,40.99034993,54.64326275,72.09013287
"AT1G15730",755.7901199,775.7516983,413.4785455,302.2831268,152.6960926,136.6518155,289.2205741,300.5960758
"AT1G12520",448.3931322,699.755532,1937.765186,1831.894797,2412.277907,2552.745287,2026.891514,2374.822153
"AT1G12490",5.766606002,0.640407364,4.91830155,12.99095995,8.583159477,21.05751463,3.460018553,2.377878291
"AT1G12550",971.6105911,959.3866423,358.1740281,293.2859419,82.05783517,80.39505428,50.55103018,222.6952677
"AT1G12330",271.302991,365.8689354,149.7589319,137.025812,37.06644829,21.2703178,47.86462581,82.53717078
"AT1G21250",51.66223892,67.36824022,31.15901382,72.49845967,4.618873358,14.3470594,24.07121964,72.66276076
"AT1G20440",1014.214226,574.8130332,2493.194197,1322.549136,4764.0342,4409.319852,3283.388471,2827.841816
"AT1G28010",1.100372783,4.987940406,4.229210702,1.563067902,21.39516283,28.06600572,19.46041073,18.46406076
"AT1G42960",11997.87585,12813.7857,3585.698297,4720.750918,3145.543084,2406.390388,3329.286517,4923.006225
"AT1G56440",23.8439913,47.35667274,42.63154027,115.6344654,169.4605011,153.7724425,68.57844717,56.30741354
"AT1G52400",91.86575767,51.10777578,33.1228698,22.87157375,11.27968248,22.78946091,9112.329536,5751.046436
"AT1G77690",19.52370305,24.74642592,71.62966088,21.50025081,442.528599,447.8789542,2263.177787,1855.282803
"AT1G63050",2060.272361,2717.14793,884.6174589,1024.535113,731.7907963,368.4011087,553.7125043,639.2927064
"AT1G63070",6.114274242,0.991295148,2.54848991,6.840749358,0.725826723,0.682764371,1.031641944,7.581817696
"AT1G63160",173.1367184,322.7879167,702.5409985,833.0540265,1069.23396,1059.482188,655.4647917,623.2303817
"AT1G68940",2.331755987,2.727448666,7.32365835,3.105695805,28.70010436,6.66253062,55.42311202,39.59001368
"AT1G64355",527.5397011,663.2127782,171.4112749,159.2712316,83.46372791,77.4859333,216.2950942,404.627466
"AT1G71080",205.7350994,281.689466,241.041177,312.0463457,1246.983194,1068.875535,860.0261069,628.9280653
"AT1G77550",212.3619478,187.8034787,737.866456,735.4253872,890.1975527,1006.766018,908.3203104,510.2565976
"AT1G29680",4563.750092,1993.835351,2462.062868,1955.274137,510.0589229,575.5341114,26.38985271,2189.19215
"AT1G29670",1.451358306,1.974358523,5.343119747,3.288412883,22.38315701,2.501640969,74.25744342,2.046923652
"AT1G49810",74.70771482,42.88055425,50.92786942,31.3608238,8.85772108,5.997379874,12.5059431,45.24383613
"AT1G49870",100.7049209,146.5025988,50.80413687,54.6734986,23.0273702,17.82915121,85.97398373,62.67109078
"AT1G69600",338.2560397,316.2249966,795.4987057,781.9095595,1345.843823,1302.13099,311.5978519,490.8229628
"AT1G52160",90.18724942,148.9413849,409.2692782,421.8485498,490.8777118,560.2122358,425.9857397,343.9129243
"AT1G72180",74.84517854,91.03621047,213.1035969,97.1070311,652.3218517,584.8177339,246.3906775,225.9191523
"AT1G72250",450.9958594,440.6418869,283.9985495,253.1086791,94.80304746,127.7332326,493.5595465,215.4215659
"AT1G72300",2.793047743,10.66401872,29.85183269,3.470203854,32.44885095,35.50724455,114.5758106,98.09687408
"AT1G72800",120.3957097,128.2910928,217.1987687,85.22106664,1025.047546,1195.076289,90.35991852,149.3243949
"AT1G72580",17.55903189,18.71309004,14.41687226,8.090013297,1.998056574,0.792214801,3.173991849,3.715882328
"AT1G72540",4.845369601,2.373151374,2.241167311,22.76147198,29.30069459,11.87591297,14.45005403,25.54000876
"AT1G71490",4.944388268,7.131333492,6.140147935,18.99315309,30.37275975,38.4513223,20.20238116,27.54523648
"AT1G75110",364.0976578,559.4278304,113.1696792,138.861232,52.51048664,46.74198778,52.36998426,103.3713349
"AT1G53690",493.716998,327.4757793,272.760558,369.7070349,52.81463079,57.12529612,1.362139236,141.3520613
"AT1G76550",7299.384981,8209.704264,2421.694581,2330.652863,1064.719758,1154.242584,1280.860911,1256.044415
"AT1G76420",49.20787788,69.72854418,24.96177821,23.67859391,8.489276855,17.95291368,11.71055166,28.02710877
"AT1G76470",3216.253979,4086.338001,1119.377238,1207.01898,220.1357785,226.2011698,36.87937218,225.0490914
"AT1G76450",646.4507434,612.3895179,221.9326432,210.4742091,119.3474064,95.38945527,268.9607995,276.969793
"AT1G76620",236.519399,302.075468,80.9854386,124.6084569,25.2997941,39.78154524,3.803887436,34.11773197
"AT1G68840",55.03460691,23.22381533,162.1842469,115.6312522,310.662917,296.6083368,2298.023834,1721.818591
"AT1G29940",256.5257374,393.5278133,1041.887084,1327.270601,1455.388709,1245.923426,1175.728232,917.478996
"AT1G78210",868.2684172,905.8691833,188.2653982,273.5135297,203.5639595,160.670259,307.8896092,250.0648797
"AT1G73680",1020.372743,1010.281661,714.9166687,382.1372399,89.84201915,111.8946662,54.58729928,322.6634195
"AT1G63240",2620.084562,2010.059425,926.2927495,877.052381,241.4680343,168.6082542,144.3235333,463.0087491
"AT1G63300",275.7809318,157.7328362,45.08620797,70.40861158,48.52597427,45.45150673,48.89852009,54.36941242
"AT1G33870",7.413734706,22.65954683,2.987983498,9.760017741,2.01820919,4.059107202,4.45795544,20.74675508
"AT1G66360",178.0266513,151.5021833,92.02066397,90.01240315,46.957167,34.60895679,13.95203799,54.10930559
"AT1G66380",0.922968969,2.941994488,1.866197704,2.222548397,1.417930549,17.95220548,1.471685931,7.597363707
"AT1G66350",57.80579672,88.03289688,122.1583796,92.80517137,353.6844486,376.0826133,239.3155604,200.3902859
"AT1G52910",136.4946133,122.3050907,328.6320367,145.5551872,538.3120223,521.6223911,128.7520731,178.9524091
"AT1G52870",1113.279811,1312.20325,325.5295708,382.8609959,146.9710492,224.9235609,276.7110832,516.5516614
"AT1G79850",6836.118693,6535.489613,1828.776289,1596.360447,698.1202163,888.4075402,1627.414174,2609.937735
"AT1G71930",4.838156382,17.49754891,36.78219305,27.50271812,46.78410076,51.06856767,120.4297124,252.9987008
"AT1G67600",93.25407216,105.7858389,76.74369846,75.66828417,25.30722443,17.10874726,184.6783248,161.1825113
"AT1G74440",114.1048941,89.25376069,268.5169404,266.4417197,577.8602792,588.6069106,324.6595862,306.1314055
"AT1G74620",26.73502852,1.610156573,23.43298603,22.1107847,1.508579615,2.426221527,1.064746541,25.36858418
"AT1G74650",45.26736275,36.0656713,36.24215737,18.29855301,14.67308934,1.102874815,15.57244775,19.25247448
"AT1G63710",12.228881,12.18379637,30.26401757,3.241737628,1.334056379,1.598936139,2.60129599,10.50083102
"AT1G74300",1121.573213,708.7325279,278.1507008,182.7967447,43.5088401,75.18460544,92.68423389,208.8413552
"AT1G68530",1027.007478,1201.64021,347.8818488,313.379267,147.4580672,213.4137499,47.30905407,89.51230979
"AT1G80410",110.7799545,306.7090501,443.5514851,660.0414821,955.7446719,1041.813289,479.1942534,364.1814326
"AT1G80340",2.526214961,11.33853707,28.50159334,7.246945033,169.1746242,179.6984291,226.4358411,169.3047993
"AT1G70580",1433.389362,1574.976189,899.6601754,881.5065577,330.8038669,366.0256275,307.3653365,749.4883922
"AT1G63810",194.3638748,227.2499403,529.0541277,624.6823013,1022.840607,1048.015847,530.7275749,406.8927919
"AT1G63800",2668.360696,1841.599573,556.694438,651.7837755,417.2647028,372.1704829,1089.999051,1661.448279
"AT1G70530",160.5730003,117.0676946,373.6412401,443.2186144,582.7269707,588.8070354,530.9144898,470.6280629
"AT1G69740",4340.920381,3529.26329,1098.904044,1410.61509,736.2082173,736.9195697,1810.631369,1544.204812
"AT1G69610",107.7451758,122.4136959,35.5835363,21.97587494,12.00359428,17.22907379,35.8998858,43.85959977
"AT1G10980",5.575468427,7.649605885,5.12242055,21.76877329,36.12732786,32.85265525,37.4510226,53.2671611
"AT1G11070",95.07212664,91.08358762,42.08705727,32.43772302,10.29790139,23.27093308,1.293283101,32.7727206
"AT1G47210",70.38675561,87.71684878,333.7627207,291.6778407,664.1514117,651.0816172,363.2020533,171.5921449
"AT1G51520",1.530021537,10.22186935,2.804691415,13.8456551,20.61051646,29.0192081,14.67852683,11.00923554
"AT2G47230",1127.452642,1053.147784,184.286523,419.7683712,214.1282295,209.8809223,253.7636455,192.7377291
"AT2G47250",442.451439,456.8841985,1595.914256,1721.892863,2179.409582,2336.880388,1800.085827,1739.880089
"AT2G43535",584.9802581,252.6031374,524.2819666,888.0507141,2271.93846,1573.914879,2230.170894,1932.265378
"AT2G43800",1244.183705,1310.954782,496.6159656,764.1865387,280.4543166,328.1428603,944.298157,499.3634247
"AT2G43820",1244.133502,1759.980616,543.8867867,874.0257727,99.31157257,119.4909625,16.24716475,236.1639945
"AT2G47190",4.579811226,7.508650843,11.53061134,7.503013529,31.49025547,49.15851941,14.61467487,48.05804977
"AT2G43660",21.15822497,41.29880639,103.1098289,58.32661146,246.6917665,348.9295119,203.4240896,104.5358932
"AT1G53230",217.8326053,293.8132452,92.62007197,103.1540343,39.17154864,56.73901633,47.9604769,88.28043953
"AT1G62380",2112.039662,1203.773007,6333.740563,5779.482519,8385.739338,8713.27386,13089.04718,11094.46619
"AT1G53200",92.45342898,101.4453217,252.6092819,397.288608,436.7435929,347.9499345,329.7732667,327.9208932
"AT1G19530",48.81467642,47.90931373,121.5928365,57.13468898,1599.046353,1053.389868,1951.434634,2408.185463
"AT1G17530",425.6669612,525.7238495,1093.532169,1177.733555,2881.293401,3195.405818,940.7726802,1212.622903
"AT1G78390",371.8235266,456.216356,394.4542709,173.2803172,6.517493756,2.991421132,4.027718548,75.71730355
"AT1G78320",69.11808799,67.52170164,17.10441632,30.33284709,1.395306787,26.27317515,37.8971799,23.89500235
"AT1G43745",6.466357941,15.13279416,6.516290654,1.516801414,3.176961329,1.39671542,0.923779789,7.638036591
"AT1G06840",98.39190333,93.19914761,279.4239053,290.6321925,442.0057986,412.7359183,614.9229536,721.0855356
"AT1G06710",10.4897141,23.26996065,55.88642698,55.57943607,65.84135498,115.2572868,51.31690722,43.67152015
"AT1G06870",195.9429338,209.6984772,410.6351385,574.7280902,849.9022436,1051.288053,736.5504932,586.6466062
"AT1G17290",948.0113654,1437.19962,3699.866739,3903.709158,4969.863277,5058.133703,1644.431837,1019.129265
"AT1G43886",6.715768205,2.405083736,24.61506544,2.13323025,26.62761085,39.09866015,6.780340205,40.56979156
"AT1G29230",80.72243315,75.5363269,46.02800488,23.58339286,22.16327446,14.3431367,23.56974425,52.07459171
"AT1G29070",6388.097978,6198.794978,1716.838522,1575.860183,597.605579,881.5149304,1773.818789,1562.369885
"AT1G21510",39.77431493,28.65432874,62.62979959,43.30667535,9.885522383,2.776091914,52.10992757,75.92861393
"AT1G21560",1820.249647,2725.210493,735.1383488,675.5445547,619.2052492,499.1957364,962.9157453,919.8481613
"AT1G06020",43.22137551,5.038039833,4.651413774,11.27145969,2.854481142,5.574021516,17.24531483,35.04333323
"AT1G06000",2782.038129,1941.749402,755.2105785,458.1436294,464.9258735,514.8784054,1109.458828,670.03745
"AT1G53560",575.5534696,565.6102754,162.2936849,126.9744498,86.20252304,81.66242665,197.8609548,356.7502869
"AT1G12160",80.12656751,87.46952143,120.0563425,80.19540459,468.5157589,507.4517243,513.1076287,664.9438168
"AT1G26480",9.820300951,12.90440975,5.41321435,1.113220013,1.922312954,1.27289664,1.147272491,1.950458398
"AT1G17420",185.3864248,92.05035586,51.92221527,27.6242823,3.180164772,2.706469606,93.09674819,38.485712
"AT1G01390",1.683940915,4.375092436,3.534628405,9.949767597,21.53774279,4.028170908,9.431575669,25.58818354
"AT1G01320",729.4853515,1188.274316,291.4833235,280.1350937,137.5056401,154.39369,522.0683259,444.188461
"AT1G07440",291.3489,259.8533991,142.2260342,151.8698837,40.93335355,42.90595255,95.40055214,105.1807439
"AT1G62910",1.610575198,1.980143663,3.087845009,1.490754882,9.088174671,10.63588918,12.03701328,15.51868432
"AT1G75430",27.29768237,25.01723697,14.51696361,4.846899267,6.453520561,6.500718058,26.48307469,4.877170173
"AT1G75350",5263.94019,4208.280181,1533.675093,1257.045159,389.4451708,426.9265421,1234.518078,1342.754255
"AT1G19835",2358.0085,1111.125393,948.4403104,1164.231614,375.7931047,325.3169189,1015.009924,1207.525275
"AT1G19600",471.696942,736.3915772,1254.149656,1074.62388,2942.523528,3249.591858,4013.164662,4047.518653
"AT1G19700",150.9264691,126.1177236,28.1677104,50.08864416,29.10010518,14.48101398,127.8908049,143.6854286
"AT1G19570",5506.378079,4591.089277,4050.522521,2458.624294,1175.325312,1311.756921,6303.080294,7591.758605
"AT1G04760",296.0674691,360.5448823,102.8629048,117.8091377,48.92060574,74.90647651,157.3597657,87.26381861
"AT1G34580",234.3200958,308.7522715,98.30269258,85.11502796,45.45563788,36.03199499,44.9399588,75.73898266
"AT1G32990",2884.670771,3992.796878,1344.152105,1261.142174,549.8577861,519.0250318,1090.377047,937.0078139
"AT1G12770",67.76368844,66.955994,42.75453401,35.07941113,17.38719735,13.35380283,20.53028821,22.23509367
"AT1G12940",13.63161715,30.16907962,81.80610584,68.07927933,95.87965537,81.35718429,19.89112307,36.6378615
"AT1G12845",1849.223645,1132.284423,509.5748697,450.5485824,122.2525447,108.9025689,90.94530268,505.8673631
"AT1G19970",919.0948377,803.4155074,208.7767678,243.2970219,152.9208813,134.5821156,174.2189223,220.337614
"AT1G19960",20.00170436,11.9135108,23.30569562,28.84404203,177.5595013,98.17839977,284.6757987,282.0172045
"AT1G32800",9.481465739,6.44902949,14.5971065,7.306003757,55.42640838,43.47380667,10.108518,5.278226577
"AT1G32840",10.46532967,13.02655337,5.846102752,51.9908907,76.50748511,157.4821199,32.0718809,15.70218328
"AT1G05890",193.1856143,276.1698942,223.7198318,574.8849849,997.9323996,919.6088023,925.3520853,780.9393664
"AT1G26710",11.03056822,2.649390426,4.396820694,29.37160208,1.483041157,1.551400945,9.936668008,20.95041822
"AT1G37020",1.262959183,1.379790907,3.827064753,2.653442432,9.483103234,3.071841518,1.475528979,5.291992291
"AT1G48470",5842.784326,4045.631636,4326.283569,3306.010116,1102.340043,919.8292378,36.50426224,1983.370099
"AT1G44800",369.8502092,271.9463889,101.5924387,77.91491534,41.00787722,60.58941959,1202.197519,1016.775492
"AT1G44920",765.5859156,806.2749172,263.4221595,204.2592309,166.5550993,201.2240615,378.4390298,501.0891316
"AT1G79710",105.8073721,124.6150125,363.7010819,442.3530031,606.7224569,579.4775711,275.2931754,300.0042817
"AT1G79760",13.63964408,6.247423279,5.518627676,8.599586751,0.984589172,1.089962568,110.2450175,83.58034674
"AT1G79770",3.029573873,3.516213788,14.40502011,10.59640806,7.380355834,33.89815125,10.21797088,29.33861096
"AT1G41920",11.97961,11.54320565,2.5841775,14.65775207,1.215432389,1.500167082,0.648837606,3.252621703
"AT1G35040",1.498574672,2.310486391,7.439981068,3.834471712,5.761296686,30.26590575,1.945511951,18.54087334
"AT1G18800",250.7128623,297.2507859,709.6343636,724.8821851,1064.866098,1267.5294,745.5858205,740.2414965
"AT1G18810",64.82970185,71.41480167,27.33011901,10.77677629,2.999997639,2.578441778,13.82483312,12.93730353
"AT1G07620",77.00991845,62.98548062,108.1698437,135.0200334,406.0280217,392.3322413,328.5331707,229.0380483
"AT1G21050",488.7708561,430.3068573,997.8884116,1101.070236,2207.532554,2394.558402,5704.886793,6232.63183
"AT1G07860",106.3465713,67.06085445,45.69807189,12.9538862,1.94877698,16.89168921,1.730330236,13.92562043
"AT1G14490",220.0371483,294.832144,158.1284988,87.53578118,42.06326797,52.9968147,26.77404054,45.8018387
"AT1G14270",596.154489,691.2301312,397.4863341,350.7385727,157.2362352,161.6358816,446.5271055,506.1782196
"AT1G71720",424.2734584,555.0273691,157.3695353,211.153731,97.55789,88.48282409,221.8737756,302.3311545
