"header","Zygotic_r1","Zygotic_r2","Day7_r1","Day7_r2","Day14_r1","Day14_r2","Somatic_r1","Somatic_r2"
"ORF107E",2.252571848,1.52285148,12.66814381,4.027055811,14.8384918,38.64670052,14.23173224,4.009314068
"ORF158",49.01876968,41.86780765,8.717025398,11.21215792,46.92143628,130.01182,28.22692122,11.3607117
"ORF184",2.002086316,1.71518698,5.420712354,9.883310074,3.55140705,30.66745419,1.356568755,6.199486379
"ORF114",56.83848628,58.11050106,199.4646704,312.7223344,161.6636339,161.8302567,77.8844972,35.64551632
"ORF110B",26.83244711,40.16799829,157.3255396,204.3301558,86.8191066,201.1907371,29.3923046,33.7322429
"PSAC",1290.072396,450.6214122,130.063754,173.9299289,35.49485925,159.8349364,48.50170046,15.01843209
"ORF121A",10.20738372,7.432943867,49.78478472,45.09750971,35.42042449,70.37436092,38.85860015,82.50023711
"ORF116",7.239672034,4.176027934,64.48514765,66.67637074,67.8471955,64.57300673,40.88921445,38.13524631
"COX2",149.3128282,70.25716225,611.3911911,458.2743935,176.0512009,202.5081056,140.6589777,107.6139486
"YCF5",9308.331775,4453.435865,1236.541587,1110.832658,294.5889753,937.8498659,676.435205,331.9721592
"NDHD",5262.44528,3818.632821,682.4854312,1108.322248,189.6750621,623.4083743,712.9292464,79.26719488
"PSBF",6106.356465,5455.288445,1031.476309,931.6451018,633.4986503,1139.295656,2753.384069,651.1867585
"PSBE",1342.577125,2810.212464,347.9279612,255.2265032,339.7410441,439.1145547,1414.771198,259.4019247
"ORF31",2148.074895,701.2598542,248.3629952,257.5365168,339.5003042,423.3547301,77.89385976,67.35772601
"PETG",295.4873968,151.5098176,37.46934209,23.10547969,32.26411045,171.7433492,22.02561291,7.520565145
"PSAJ",8626.635257,8041.297028,960.7677311,853.9717216,1521.06129,1446.025579,798.531486,410.1107751
"PSBB",1477.908352,665.0276113,53.07643492,43.01647399,53.88055439,258.0330499,58.27146851,25.42970847
"PSBT",1507.837182,443.3177138,56.66623101,26.77413592,44.77400101,437.9634692,15.09966266,2.765671857
"PSBN",338.508649,114.3959328,16.93475583,27.08137564,47.04148572,442.9004201,13.99162899,13.83548926
"PSBH",2293.826547,1400.110938,138.076979,151.0740016,30.30110192,92.15410579,136.8168102,30.71308564
"PETB",11523.32,9214.514343,1543.306963,1481.177557,578.5957551,529.9308328,2170.540282,516.6105848
"PETD",418.0655958,192.1292422,88.52476675,62.67430663,56.64514344,130.0071744,32.00253376,44.12348197
"RPL23.1",5415.922082,4222.383314,1070.043048,855.3044456,1046.940527,1876.623581,749.4906602,200.7477681
"YCF6",357.2992294,208.8049543,73.83818264,41.63040093,165.7383316,1842.010128,23.48639585,28.19970919
"PSBC",4364.273072,2054.63274,502.3083044,379.4016251,68.69001342,166.1927998,291.3384961,49.47164591
"PSAB",15755.72643,12414.23721,2555.309359,1640.344411,274.4631093,519.6607173,1021.500196,230.2607194
"RPS4.CHLOROPLAST",12587.96969,6429.454303,2038.460484,2475.04324,315.2690683,1052.153989,1811.059232,72.15360835
"NDHJ",1162.208689,437.5187593,153.2040399,115.2560756,145.2838509,469.1815125,45.80748694,4.070894724
"PSBG",688.5530704,347.3786077,122.0964246,99.36346321,66.76602631,333.6261028,27.21473605,45.496936
"ACCD",2912.985728,1527.286259,505.1643773,449.424469,100.4435503,118.7463896,165.2066242,41.83195109
"YCF10_CEMA",3371.72842,1689.033696,592.9203868,487.3259671,408.5530663,336.1506443,216.5987026,60.60066118
"PSBJ",2909.399653,2550.065216,558.1587672,591.6797198,322.2010998,441.571864,1267.457944,275.0021784
"PSBL",1410.150917,1196.827139,127.85757,195.2024586,102.6396148,207.5126225,239.5315593,91.90967107
"PSBI",7564.972735,5441.927902,1356.376021,1223.617403,783.4297307,848.4442878,1659.514589,975.4393247
"ATPH",1423.513801,1596.711463,265.9152403,259.2065161,31.11285442,327.3574816,66.96591348,2.140835389
"AT2G26620",0.980032652,0.871496116,18.16612522,1.523810569,1.20764383,4.926685746,4.855819512,10.59290373
"AT2G26390",6.192687211,6.812857981,44.24229337,31.46414222,47.51875945,44.14011136,32.2751134,108.6107239
"AT2G26520",152.646016,197.280941,35.90598769,8.149477988,39.14453997,9.748208643,68.06183105,70.01779396
"AT2G26530",36.22145144,36.78745976,541.3294159,446.9443665,299.2105041,300.700181,435.8449469,200.363267
"AT2G26500",11624.5045,10954.9942,145.472213,127.4490322,34.44064494,53.90354522,2854.239729,2072.665557
"PSBA",5308.662675,1654.144848,1059.258494,498.1872662,121.1741022,178.4955958,333.0477452,76.96820417
"MATK",10637.77553,6146.999017,1576.508628,2306.950712,535.4756158,630.5956053,1452.412736,178.9581143
"PSBK",3512.282226,4417.381795,538.5550534,464.7799647,466.7991289,772.7940014,986.9725806,217.1476832
"AT2G26450",100.0040431,57.63205316,22.77668538,2.891010874,18.56643345,8.515787657,17.47459833,12.00074495
"AT2G39730",6978.924512,9168.179182,612.2644297,253.7019775,137.6944194,124.9245041,4630.492514,3450.732799
"AT2G23260",158.4145132,212.5747257,6.092569493,5.971561952,4.671965703,5.118509506,8.660183177,19.15743406
"AT2G23250",2.729549272,8.601354903,1.377210751,1.276235337,1.105459695,14.64088631,2.914639802,3.383175053
"AT2G23230",559.3970517,176.7827454,17.47640703,8.795247309,10.7672492,22.50207919,7.224795542,5.27731849
"AT2G23220",355.8497331,220.2552487,3.839040652,9.047625582,1.1202161,16.36237096,2.731620181,10.08804378
"AT2G23180",191.0642362,116.9181962,23.56297263,33.38279822,8.717552634,11.95954801,88.42469905,86.85304418
"AT2G23170",507.1210201,765.4940331,4983.273741,5420.926429,6501.39747,7135.646328,1520.054252,1063.99392
"AT2G23330",24.17012101,17.50078087,184.9860509,232.6724252,161.5190413,152.2400432,142.8712015,195.0194662
"AT2G45290",481.2613919,345.891989,2164.015647,2231.631849,1227.671123,1231.351478,659.4410471,1204.803975
"AT2G40880",762.1547539,512.2266505,100.4834028,139.1614168,39.88290908,76.24837952,258.4377392,297.5815204
"AT2G41690",2.791031382,5.95895026,27.6935813,21.5611003,11.95852604,9.987957062,27.55434685,45.37554375
"AT2G41660",2.113610097,44.12429186,157.4297188,121.1597933,556.8235141,582.0562946,788.6839996,939.7516872
"AT2G41640",143.3313005,69.71298296,506.6884805,402.8714265,287.7213161,315.5187367,256.1453408,195.0597158
"AT2G47450",1343.874397,1145.276124,34.52253302,45.85024148,84.43864903,62.33764079,350.3440272,197.673392
"AT2G45340",1589.143131,1501.628249,260.3275603,233.8182526,533.8903964,528.5602948,372.9818603,308.2154492
"AT2G45210",19.24947923,3.582692092,773.3351829,790.2296028,921.0479674,983.3028877,936.7704744,1546.263266
"AT2G45450",88.03901931,127.8597358,824.4562282,1356.92393,772.6752344,886.0039489,485.7504813,327.970967
"AT2G45280",70.71596768,85.56197721,505.9421542,613.1203267,623.1597149,541.1260192,277.6652344,282.9267236
"AT2G45220",85.46943906,108.1927134,3.145264334,4.351587291,10.06689595,11.05769517,20.86452004,56.00675736
"AT2G47550",37.62627202,19.44825783,209.6125377,210.848702,356.5929862,324.3288725,148.1743676,172.7676076
"AT5G12460",443.2347546,935.7203295,13.40358177,9.711363523,12.39472109,34.12777994,15.4578084,11.62877896
"AT2G33130",10.05960806,17.3631182,2.718063451,3.648871373,7.861223668,6.160531464,10.96094261,2.680461526
"AT2G33070",28.87359909,49.06860062,2768.023024,1362.764557,150.7634518,146.6236324,33.55319148,1448.859475
"AT2G47520",18.80679164,52.51927411,791.0014687,961.5344211,1350.416504,1487.757329,155.2022229,257.1259265
"AT1G67770",146.4459305,135.0449111,31.60419069,31.18827693,21.62210016,20.10476415,27.45191269,15.41488519
"AT1G67740",13632.54473,15911.73878,779.8505018,731.6038502,284.3148129,331.6224553,1952.418112,1717.602952
"AT1G67700",1756.327167,1867.041697,253.5846568,279.477951,226.235512,253.324107,559.668852,712.9018
"AT5G12270",9.189029795,9.563644959,47.09289148,31.13447784,6.2301865,12.8681694,27.3968164,169.5468794
"AT5G12330",56.15853193,37.96362029,964.8088458,1251.880497,1861.232658,1616.368138,1889.570268,1412.310584
"AT5G12340",12.97958539,2.355397691,115.6146894,125.0266612,76.59681241,69.30223347,44.46142388,5.958676405
"AT1G44575",19150.00439,14664.7878,3757.500484,2546.172891,363.2270759,391.8111581,3058.805811,3955.333299
"AT1G67830",852.124163,1142.071631,164.4991659,153.4675748,263.2235912,239.0202281,829.437455,835.645183
"AT3G29970",19.61516784,2.162091079,139.8516436,146.0118293,4649.600455,3486.101972,179.1081523,1518.911801
"AT4G25580",169.4785742,119.8416641,732.5491144,621.181649,611.6704082,581.1104485,2.152649347,283.2467603
"AT4G14640",1.251099261,0.782083014,16.20840566,14.30979691,0.785866044,7.52836505,8.719416039,3.578677468
"AT4G16563",89.2179192,92.73373458,336.8584888,553.6949861,973.4451658,895.08867,900.2705426,704.1399041
"AT4G17250",4.22504819,1.068743438,51.8166225,49.25230412,106.8979951,136.6575897,31.86207934,48.37219231
"AT4G15210",492.1368308,353.8318808,28.73424146,2.346638583,1.375066028,8.529537377,1.457844839,66.01460915
"AT4G15560",6103.880821,6590.974119,642.4770211,656.475914,918.7027806,894.0735162,2838.675786,2400.900766
"AT4G16155",3233.665945,3126.25588,479.730405,404.8130702,228.9213927,254.3185634,339.072686,267.5417565
"AT4G16370",1016.755555,1739.325013,6887.911071,5197.368849,6272.467901,6856.999975,3667.538969,3171.242905
"AT4G17215",390.0139535,96.43959151,25.66350423,24.68634981,40.22187755,56.86781131,205.8411542,334.1650265
"AT4G14690",12791.29565,10994.66832,3098.16934,2044.365016,865.9070825,962.7119563,1742.994379,2102.767367
"AT4G16770",122.4229002,80.06836603,460.1997357,434.3327408,578.2107739,570.8062601,526.5500713,596.6987044
"AT4G15610",44.93831311,38.69537333,496.6745743,521.1173112,269.1128009,194.1931475,911.6891932,1038.033782
"AT4G16985",2803.693124,3499.148801,69.94726612,36.15646181,20.91374605,7.687892128,401.1725541,172.5777306
"AT4G14130",146.3979761,400.1245207,1551.395317,2134.50046,1577.188821,1481.151558,1336.408323,1808.277042
"AT4G14100",1342.760358,1416.225962,243.3801023,251.4971891,407.2226022,409.8167943,648.4425965,650.5694673
"AT4G16640",679.9124957,370.7228707,19.75043238,16.78645977,40.59255958,34.97939532,28.0225734,45.85032037
"AT4G17090",127.2149168,33.1463547,5.023957776,15.19603564,4.255630521,14.13993864,121.9789627,63.47912299
"AT4G14890",2291.391984,2226.260633,457.6724002,474.3303816,156.8485545,114.0834456,697.1893101,666.1838382
"AT4G17600",1723.933213,1617.000226,407.1645504,415.0699362,56.95134019,81.79769263,550.1839926,517.6796007
"AT4G17790",9112.512483,7440.791059,1584.366645,1888.822791,2513.457479,2350.521832,3223.071882,4114.125229
"AT4G17460",30.04676064,50.32549786,817.480243,567.6908631,581.404956,712.8116843,904.7166679,417.3875426
"AT4G15510",343.6582467,394.1735082,46.18212518,61.02477869,59.48770204,63.12561211,92.48537047,103.9669524
"AT4G15750",92.40579706,144.5532354,51.98994914,3.420357565,33.51217548,52.80170215,24.49448699,54.61992175
"AT4G17660",52.56577823,89.84361113,397.4054235,482.4776706,70.80390097,52.81357825,37.48871939,61.54662799
"AT4G17810",279.8875397,382.8590238,30.61883072,69.46472148,35.04835123,67.75396768,21.40095198,127.6153164
"AT4G16790",10.4294451,0.821368108,27.34974169,49.33099864,29.40957029,30.75600899,49.10523328,32.56064827
"AT4G14020",3.012928201,2.479209103,128.6728538,38.11253889,63.52946046,41.30288702,581.3412571,271.0726634
"AT4G16410",1869.596531,1995.769264,278.894806,242.7392945,94.01156974,89.3674758,493.8517374,975.4295108
"AT4G17480",65.2554466,10.42335428,8.853572562,4.665942891,4.248662483,5.077442572,3.04932296,7.507353128
"AT4G16260",10.52581869,5.985481988,313.355658,123.9938087,781.0434969,814.9439595,454.9262157,506.2548133
"AT4G14560",163.6093239,91.0173082,1257.653407,1167.352275,825.2395656,768.8392904,120.2291782,256.2843977
"AT4G17340",610.3077255,289.0092116,103.4566951,88.89205365,118.3572773,121.4372842,754.9171391,657.3959997
"AT4G17670",314.1869977,240.7254306,1459.363522,1130.330931,1171.704708,1093.573865,207.5339946,348.2822294
"AT4G17610",132.7669896,163.0707393,582.0415755,672.2464848,635.4000828,642.6487419,612.7513467,615.3899484
"AT4G17280",1567.846138,499.0242855,29.25602997,13.76636342,48.4450425,75.80645287,281.1166719,257.8471653
"AT4G17380",22.22360881,35.06699832,106.4583871,130.4909217,72.73389453,52.88355201,68.67659793,73.18375964
"AT4G16680",5.915484385,3.263874319,43.47130971,97.04524422,100.0234791,88.54910579,23.73718704,4.801588727
"AT4G16900",10.81726352,5.402792613,62.28305712,74.44694085,105.6421765,130.4734155,84.10745502,64.90609251
"AT4G16920",17.86465136,7.549664319,1.940087917,1.501467165,19.13907036,6.908411724,20.7308386,37.54176246
"AT4G16980",69.54221835,52.48997531,4.772006812,10.88109538,5.199203373,4.053596121,2.223848036,4.843430116
"AT4G16010",0.34822126,0.30317593,8.042003032,0.698213417,0.548344886,0.104087689,0.058954352,0.843278663
"AT4G16250",150.0684196,120.3121872,1058.849107,925.2098473,809.8013143,885.603475,612.0087409,736.7584371
"AT4G16480",986.239234,1369.277921,92.71766321,99.99758486,65.26414351,79.68518192,800.9105563,922.7950251
"AT4G15640",208.660444,256.0889746,986.7307551,1091.404648,1168.497722,1337.902094,782.3527665,501.6107218
"AT4G15720",7.44562747,5.019496485,38.34717952,17.89170605,28.96481305,27.49540517,23.27835459,14.9448119
"AT4G15770",510.7232397,628.5867238,3615.921765,3417.874038,3883.621151,3580.717509,2848.135183,1309.872809
"AT4G15910",2472.35491,1689.281203,10737.14347,8135.591996,10417.22967,10553.64286,6297.113628,8462.875831
"AT4G15160",39.53798418,34.60140694,108.0238291,258.0707989,269.8587221,100.3931891,159.3723589,266.8980878
"AT4G15380",117.8180255,140.2685238,27.05917401,28.32813279,30.31041576,26.78644365,2.406578762,35.27417587
"AT4G15390",4839.328751,5666.455879,1359.65798,1102.718681,644.8950255,426.5021807,1001.500733,577.7578505
"AT4G15400",90.97360289,93.34120692,1.619966716,2.41999942,11.35960381,5.372515689,6.960446332,21.06852711
"AT4G15480",76.01114872,37.25359271,10.58523083,2.410339063,2.521059437,14.94025014,0.880899337,2.047566157
"AT4G14695",1102.026421,1110.387467,119.2679518,137.0687793,52.79290043,45.09740668,30.86944949,110.4171684
"AT4G14730",149.3894512,167.5139238,38.0238683,34.38026622,27.56711392,35.12080263,26.67126605,40.32454643
"AT4G14770",2589.298189,2184.324885,456.3934757,371.828575,211.8407355,312.1702947,578.7405491,517.7697714
"AT4G14780",1637.136056,1349.334939,120.3835996,131.6788302,38.49646455,40.16178137,25.03034932,245.7327083
"AT4G14530",2.132873474,0.401488727,14.74059457,8.923928088,13.10241725,2.859560599,1.768455285,12.14451476
"AT4G14540",326.8337403,256.0721738,2.163649482,3.384404247,0.985706624,5.681094067,159.3817174,128.3827333
"AT4G14200",269.968933,366.3096187,68.08656089,66.60368681,139.1846191,117.9151426,184.1487811,100.6941818
"AT4G14370",9.908061107,12.43825743,1.97784319,1.766118224,1.732555523,6.303554243,9.016351743,1.207356421
"AT4G14090",3.900199438,6.992431137,101.0964523,60.05655296,67.02085489,43.48438363,82.50608515,16.71802009
"AT1G56600",23.93040544,11.07488351,735.1568325,350.9706067,322.0492262,258.9977813,2.193662532,174.055793
"AT1G25270",375.9654864,61.84276484,52.23234758,24.01406592,5.881407008,11.08908476,7.549461946,59.21252403
"AT1G25275",605.0303364,582.414337,17711.4535,13812.20559,13830.94082,12072.11263,6095.059924,8258.482752
"AT1G28190",18.28305631,17.41588975,132.4163452,153.533762,275.5732316,257.5443698,150.6005183,73.9308395
"AT1G28300",128.8894961,87.95978865,10.11718123,28.98250207,1.034654207,11.05466534,0.648266907,4.066161712
"AT1G56690",15.11191789,2.242181678,64.50827943,62.99689503,55.90390895,42.79069681,60.24455168,44.73193274
"AT1G56680",26.67852328,14.95882833,1203.873366,630.8996086,1290.639348,1388.589511,354.9293379,192.87972
"AT5G04120",1.905505499,1.652839812,17.87167817,17.37797336,12.00958999,3.438118533,1.964831188,6.446943111
"AT5G04150",3.986740821,3.19774333,240.0432489,69.43127915,134.7686282,132.6050585,196.4117409,316.0555167
"AT5G04200",220.5882464,109.704177,5.264005403,5.26346815,8.385496836,2.324975723,10.04813069,7.312973096
"AT1G73370",238.7336174,127.6272407,29.91673624,27.74551695,3.923640387,2.084519494,79.41647331,93.51297505
"AT1G73340",19.22778896,4.563262949,224.4635592,137.9251963,182.0187034,202.9612994,22.6118805,33.5566868
"AT1G73410",55.3166473,13.53740587,7.334989065,8.433972172,1.974367056,12.57000608,21.52557485,15.3605765
"AT1G51110",179.0579449,250.4465705,50.11779047,50.78999969,39.11802668,22.1387276,105.0976062,75.2539429
"AT1G51115",852.4162602,595.9635072,115.8205089,82.32352597,43.02258765,28.19718621,163.7946297,210.2898928
"AT1G51090",19.95353775,2.136598429,133.897198,74.3195506,48.18854275,82.10238601,7.852422753,56.0556189
"AT1G35150",18.67552768,0.951801334,3.179452821,0.424509671,5.564409011,10.01555398,4.606261752,19.85621513
"AT1G35210",36.57204105,16.58285187,3.571644874,5.009351372,31.89961314,11.82185463,12.36078317,30.86427054
"AT1G66920",3.136871082,8.015796609,35.21964956,40.19428611,1.433900377,1.648011106,6.833160562,1.166329651
"AT1G33600",5.051071442,4.008729021,150.282709,135.3841152,72.74816597,59.30786986,34.74430111,26.64556984
"AT1G33590",168.8765409,206.7567195,3197.566181,3050.656058,3230.497036,3323.743704,752.3726582,680.5006563
"AT1G30220",653.786092,565.6097451,106.2782193,116.1630836,79.96948797,50.05226224,44.59101164,323.466493
"AT1G35180",136.34958,51.02039362,28.41357361,16.80780097,22.80397138,27.97307739,12.54892016,31.17095999
"AT1G45474",1232.626003,1859.09588,404.4336968,279.7047774,120.3194138,109.7590211,791.5138287,894.7640747
"AT1G46768",8.757692388,8.73767662,278.6498239,147.5147684,105.8722147,61.97008017,57.1992305,93.49832562
"AT1G57906",2.384343287,2.225474995,1.624511154,22.49444348,2.278017348,2.131423957,1.613135292,1.810669334
"AT1G57780",5.871751199,17.55176359,1.011780128,4.058192236,14.89821287,21.01568931,10.21516188,19.42188672
"AT1G57790",275.8967343,412.6382325,81.51561133,73.31977384,39.73289974,28.27533874,247.6215441,232.9608598
"AT1G58420",49.14193689,41.29373443,387.9014921,358.0452557,154.629162,127.4084466,38.76357478,56.83233492
"AT1G58430",17.14115783,12.57618353,4.495632263,2.875936795,22.17330183,5.382416836,1.418149187,3.609435032
"AT5G13490",659.9892895,846.8072466,4748.355406,4733.612037,3571.485768,3757.018845,2426.408851,1667.640192
"AT1G57990",2.835191735,18.89101151,302.5813474,266.1192958,179.755809,192.1603086,88.20847428,110.6134162
"AT1G26290",29.68291042,24.83394299,2.024048405,3.125518002,17.05682659,24.63392205,8.806072957,7.561228454
"AT1G26220",194.5152322,273.0852593,5.547065555,5.213342256,3.893997686,20.97089517,98.07337737,63.68847927
"AT5G09420",77.0107624,128.3984328,521.5554206,821.0096044,636.1024081,619.2697211,273.4436738,369.7920859
"AT5G09430",7.12380568,8.85630962,37.51946791,28.52670049,26.13059227,26.58718498,14.86304992,42.47690585
"AT5G09470",3.416198813,1.306017742,26.43466555,42.88122899,12.57592067,18.84099935,14.34578751,14.0115196
"AT5G09480",5639.1687,1602.559854,20.96438672,5.450919355,164.3233304,201.677222,291.7020157,361.2012728
"AT5G09270",202.2676102,200.0039516,2220.478804,2245.264874,1111.322126,1214.60545,485.2192101,561.925034
"AT5G11110",126.8249245,101.1226602,535.4881808,551.3298044,866.6504362,876.7558164,805.1148694,756.7090897
"AT5G11070",790.3387083,620.5681668,135.6926397,88.01530682,114.8823348,107.7092931,566.8752376,274.4742664
"AT5G28760",3.420059656,20.86105883,2.427530422,2.102190134,2.864942096,1.778655013,1.418721788,3.372632538
"AT5G28770",257.7318378,227.1510579,63.03684568,27.37204734,116.1551141,110.8795898,738.9697887,862.3631276
"AT5G19490",4.421060606,4.572801636,25.22794018,65.40152384,81.63468788,58.87761606,81.73050789,50.89926645
"AT5G28500",554.9135776,630.0029347,119.7792479,90.45278551,35.26335322,35.47747546,181.7836688,118.8850373
"AT5G19700",32.85554026,10.30285685,378.7706632,783.9151156,111.4374111,105.2004751,7.286250289,22.79241843
"AT5G19730",1762.962699,841.8605037,181.5777799,80.48615471,7.624376347,6.952799357,248.2926316,126.5466013
"AT5G32490",1.019886113,0.48809538,7.939022476,0.717733005,7.494870423,1.949165773,2.895739179,1.039905769
"AT5G13080",0.999924247,3.682936669,115.3448052,82.52216776,141.0926598,100.2934657,151.5707126,142.892293
"AT5G13140",1015.588212,1460.779212,131.1690456,169.6583797,33.55102739,30.4746774,152.4398638,136.7190606
"AT5G13180",87.19632253,58.95988159,388.7591003,493.8911953,328.0591302,342.1609513,1109.968105,729.3444049
"AT5G20800",13.81557972,2.268780579,46.96307524,36.75731226,13.76312087,11.62624423,1.07063859,13.30886303
"AT5G20830",169.7739526,192.246357,1025.692984,997.7379146,3507.909407,3887.70458,3500.343031,3585.792271
"AT5G20820",19.44263881,22.58683779,110.5094798,83.18442124,289.495932,331.4154259,1102.006014,744.7894642
"AT5G08415",1556.672256,1736.101012,247.5098672,347.9023243,311.1805938,241.8387371,390.2142433,445.262028
"AT5G08410",1368.251213,1596.698462,343.5786748,339.6675714,279.6613317,312.9488606,338.9800678,499.4849432
"AT5G21100",97.94913109,160.141592,20.15108064,15.70869271,33.09001698,8.085060004,57.42620277,27.780718
"AT5G21110",11.47218296,26.46129287,2.630045762,5.97309164,4.492459815,17.12656292,15.90607037,6.215327841
"AT5G21150",281.7613812,232.4266725,9.824145686,29.32974306,16.1304193,28.4559016,4.022626526,38.15843227
"AT5G21105",192.6628085,230.4658602,732.1073703,1043.718881,1085.535844,889.0151823,1634.806262,1303.580244
"AT5G08280",3750.967648,4817.852641,873.0537633,1053.282528,515.3511555,519.2683245,969.3401242,808.1250098
"AT5G19340",203.8516692,429.1079031,96.60945845,43.03706838,60.35314089,73.37607882,102.3756678,99.40415325
"AT5G19410",324.4909453,112.7732449,2.72609293,6.146233622,8.389753314,33.58297155,48.71857878,14.94322843
"AT5G20480",1.627078861,16.53225614,196.8017068,190.0049533,74.84546917,82.75787284,34.08297732,46.37819234
"AT5G20550",12.21398265,2.288650616,31.59040373,44.48484813,118.8227677,105.58126,232.1155828,154.8023743
"AT5G20400",1.99980101,1.97201513,633.1312015,652.7074896,514.5907073,746.6382338,292.518904,399.2669212
"AT5G20230",62.60306437,28.64005188,4084.258718,3290.33082,1892.826903,1879.279996,262.6748815,267.8432641
"AT5G28640",3087.615322,3519.873062,449.2439897,642.505137,1307.436308,1022.389858,2646.335393,2054.703131
"AT5G28650",137.7965757,86.26315199,376.179004,587.1219784,860.420368,839.4950184,839.0254061,1076.071048
"AT5G20250",1364.139968,1699.59384,395.7001179,189.4991641,357.2792624,440.8800903,2028.279715,1737.974354
"AT5G32530",1.036183576,4.819699743,22.54830448,4.769389419,2.004028889,7.828583235,10.49162972,20.22769112
"AT5G32540",23.86870533,4.472891918,2.103682158,1.850295159,7.555943465,1.981190867,0.895032444,22.24233786
"AT5G20960",142.9596367,140.6050978,1887.048971,1416.402262,2647.953795,2716.216062,1691.78121,2128.183586
"AT5G19870",7.712547242,28.38243023,1.880838602,3.354587928,7.538960744,1.182282917,14.91773987,15.99813528
"AT5G20110",46.84780433,13.12094894,204.9244885,98.13669812,161.9092562,157.840685,168.5544308,158.8925269
"AT5G19930",759.7918945,851.5734804,175.9157225,168.6876074,182.1129158,189.3894735,453.9859792,619.3032315
"AT5G19950",66.7272924,15.37094639,1.091466449,10.39973904,64.62474066,62.83980543,43.37784077,2.620857083
"AT5G19940",2155.89136,2982.800359,411.5504617,385.6395056,340.8199406,413.8267508,801.2579681,689.3370339
"AT5G28410",4.413445884,13.3844634,2.405089271,1.921115011,1.997880894,4.139339988,0.964332133,6.346751899
"AT5G28420",23.15306711,4.654363295,3.843811219,2.785213021,6.321435967,1.549227859,1.979835723,11.84691184
"AT5G20860",425.7170757,135.4815238,16.35839099,27.00641744,45.42480116,20.41606131,23.34843646,82.31159599
"AT5G20940",617.1181808,586.1679297,26.82445487,56.9727625,34.19768842,16.39600454,12.69025199,27.47883305
"AT5G21030",3.705723069,18.41314251,2.390607972,1.077060353,3.484932493,3.577553646,1.185909998,3.491960146
"AT4G36810",634.8289035,892.5570461,125.5739849,84.63287737,313.2852493,350.3607365,326.850043,148.417484
"AT4G36610",4350.762922,1854.598239,60.34789984,27.21082477,104.9298765,107.1774067,144.8016913,204.0784501
"AT4G37200",3008.711654,2828.109116,604.2832473,487.5742009,178.7610587,166.9518755,457.0912819,839.4852708
"AT4G36430",36.70390944,23.50917658,1236.265082,1410.350186,1499.364984,1589.320857,3572.19936,5482.040397
"AT4G37160",3.479748951,4.421855306,655.2793634,483.1861398,642.3833532,687.3738269,1252.408381,369.2411171
"AT4G37050",1402.46108,1764.72612,88.60914442,42.20004039,15.44312242,45.41717872,22.18274703,331.3696771
"AT4G36600",55.85026199,30.38447709,2038.071302,2112.912164,2223.695433,1454.663849,17.84089847,240.567471
"AT4G36880",28.98680776,37.75917662,266.352919,267.1600862,102.2010652,136.4449281,60.68396434,148.7313136
"AT4G36700",22481.38162,17266.97418,1497.335792,1400.342399,332.8762794,295.4611533,4.426611734,5707.701899
"AT4G36580",37.84753402,44.03876228,693.002744,841.3840627,657.4871084,580.9222847,196.5728855,156.9596682
"AT3G56910",6157.643847,6208.739185,1686.617651,1371.133887,997.5090764,1106.151131,2029.629995,2191.219299
"AT3G51810",41.95138459,32.25796959,1194.019984,1585.050406,7707.09909,6999.618804,40.45455717,1458.947403
"AT3G51890",2375.640435,2148.275611,445.1476181,475.87226,289.0882905,287.8804651,268.7299669,523.8744882
"AT1G31930",1032.190193,900.6120453,233.1973051,247.7852768,214.9744616,198.7828592,403.8472723,240.2877753
"AT1G31920",274.6189983,296.1372693,2.314182316,2.859988813,2.225041337,1.698290674,39.82499045,42.37204011
"AT3G56890",3.839088008,1.457914795,7.715699359,34.09930241,4.900843956,6.692052869,12.46076466,6.723398117
"AT3G44840",2.900563098,2.341855469,10.18640999,16.51444955,0.859853248,1.468018329,10.80321016,22.83751351
"AT1G51915",1.594782384,6.199391237,0.581448927,1.000832125,1.274237489,1.88414972,0.497195615,3.3222142
"AT1G51850",1.378482741,2.511238481,262.4413582,228.3096082,25.56725019,20.09721351,1.403907671,4.000165493
"AT1G51830",0.859941326,1.901822844,34.62265203,18.0315294,1.964125857,25.99161871,42.16770453,41.12488404
"AT1G39430",4.776084188,2.504680438,15.03496907,15.08634316,9.941930278,5.157738063,2.599857511,10.87775342
"AT1G77400",8.022243388,4.729056436,28.97761868,41.80471799,18.21482753,30.16095539,335.1872252,219.9954435
"AT1G77380",20.32484641,7.116689633,113.3714068,82.72144469,114.6003568,167.9310167,3312.278484,3803.122653
"AT1G77330",25.97457166,45.47005667,2075.250417,784.45783,3644.045764,3372.472516,3464.957028,2354.092757
"AT1G57630",4.75386491,3.489637923,34.84613241,57.01511246,20.08072229,23.32782452,15.53910071,15.62495982
"AT5G16960",30.13714169,32.1974179,190.6848881,255.5595406,96.70778472,162.2844104,4.790010115,38.05826646
"AT5G17450",2.608283812,2.346689319,59.67613984,113.1713227,2.534352218,12.94192871,33.74164742,39.62231785
"AT5G17600",50.99812895,42.52858256,164.2767274,257.2563169,111.4801506,133.1677301,145.5633841,100.9533966
"AT5G17650",28.83100608,73.49008885,684.8286766,546.6296228,524.7025877,586.1208332,161.6376077,228.0829537
"AT5G16930",53.6501189,89.73249112,451.8992313,561.1073043,454.1441511,506.5812899,277.9089098,186.6815113
