,z1_counts,z2_counts,o1_counts,o2_counts,g1_counts,g2_counts,h1_counts,h2_counts,t1_counts,t2_counts,b1_counts,b2_counts,m1_counts,m2_counts
AT1G73220,33.93878181,25.06696566,71.19017554,144.135509,39.48546491,20.36232336,33.21492715,23.01983504,108.2364317,118.8182994,260.6943684,102.7462328,0,1.956546568
AT5G06290,66.90788413,88.47164351,186.4873077,243.2286714,401.4355599,332.1603999,486.1457519,569.4907017,2469.758577,2428.957695,1019.180139,462.3580476,3.128972818,39.13093136
AT1G79360,106.6647428,156.2999035,119.1661634,105.8495144,134.9086718,103.084262,326.1101938,207.1785154,573.981077,411.6437259,541.6150241,298.2955146,103.256103,164.3499117
AT1G03410,421.8105739,703.3495659,494.4621975,526.9954548,855.5184063,650.3217024,966.2524262,685.5907393,1157.80183,842.7658615,675.3332562,280.0663442,3.128972818,14.67409926
AT1G16390,31148.04426,31318.9618,24681.32434,18805.17969,381.6928274,269.8007846,199.2895629,371.3199478,13.11956747,2.597121299,0,0,7.822432044,4.89136642
AT1G47290,76.60467894,69.30278742,316.4867586,272.5061967,174.3941367,249.4384612,653.7301571,804.693364,849.4919939,981.0625706,416.886253,548.5323074,3.128972818,27.39165195
AT2G26260,35.87814077,78.14995177,317.2605649,317.5485433,210.5891462,120.901295,294.4050361,224.1931761,360.7881055,345.4171327,211.252333,187.2632953,25.03178254,50.87021077
AT3G20660,860.1056989,1408.173659,574.1642418,1121.554429,115.1659393,110.7201333,125.3108615,57.04915641,203.3532958,199.97834,1161.887832,566.7614777,869.8544433,843.2715709
AT1G51680,80.48339686,66.35373263,280.1178646,313.0443086,26.32364327,2.545290421,175.1332522,125.1077991,1613.706799,1777.080249,5048.706023,1453.362035,255.0112846,200.5460232
AT3G21240,86.30147374,95.84428047,215.8919454,263.4977274,23.03318786,34.36142068,33.21492715,51.04398205,324.709295,341.5214508,1139.414179,243.6080036,1.564486409,3.913093136
AT1G65060,2139.112933,1823.990384,3504.568533,2855.684772,78.97092981,122.1739402,128.3304004,123.1060743,173.834269,407.0987636,320.2495474,89.48865437,15.64486409,22.50028553
AT3G21230,31.99942285,42.76129436,90.53533194,231.9680848,194.1368691,132.3551019,143.4280945,131.1129735,163.9945934,148.6851944,352.8363435,169.0341249,1.564486409,2.934819852
AT5G13050,68.84724309,67.82826003,329.641465,326.5570126,612.0247061,379.2482727,371.4032763,369.318223,429.6658348,283.7355019,287.6627514,144.1761654,3.128972818,32.28301837
AT1G79410,0,0,3.095225023,0,0,0,0,0,6.559783737,2.597121299,0,8.285986516,0,0
AT1G47510,2.909038441,5.898109567,6.964256303,18.01693862,0,0,0,2.001724786,0,0,0,0,3.128972818,13.69582598
AT1G05630,4.848397401,4.423582176,35.59508777,38.28599458,9.871366227,27.99819463,179.6625605,135.1164231,134.4755666,127.908224,91.01829243,16.57197303,0,3.913093136
AT4G18010,85.33179426,84.04806134,54.94024417,33.78175992,6.580910818,22.90761378,3.019538832,8.006899145,0,0,3.371047868,34.80114337,6.257945635,1.956546568
AT4G28395,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G08580,12071.53985,26352.75355,33696.94102,45621.14072,46234.18895,31528.51244,25779.31278,22700.55994,50454.57661,31177.79191,13804.44102,7016.573382,799.4525549,1276.646636
AT5G13490,1954.873832,2462.460744,3107.605924,2828.659364,4313.787041,6869.738845,2305.417898,1439.240121,2217.206903,1573.855507,593.3044247,835.2274408,294.1234449,167.2847316
AT4G28390,3803.082921,4354.279388,1973.979759,2270.134267,723.90019,659.2302189,1520.337802,2262.949871,954.4485337,578.5087693,2449.628117,2477.509968,8060.233978,8025.754022
AT5G61160,0,0,0,0,0,0,0,0,0,1.298560649,0,3.314394606,0,0
AT1G20560,176.4816654,191.6885609,857.3773315,864.813054,431.0496586,341.0689163,655.2399265,404.3484068,836.3724265,548.6418744,879.8434935,886.6005572,32.85421459,61.6312169
AT1G65890,0,2.949054784,6.964256303,4.504234656,0,0,9.058616496,13.01121111,3.279891869,2.597121299,10.1131436,4.97159191,1.564486409,0
AT1G30520,43.63557661,61.93015046,174.8802138,317.5485433,233.622334,133.6277471,1026.643203,262.225947,498.543564,368.1419441,56.18413113,24.85795955,17.2093505,8.804459557
AT4G14070,242.4198701,206.4338349,82.02346312,157.648213,95.42320686,81.44929346,976.8208121,348.3001128,436.2256185,383.7246719,400.0310136,175.6629141,184.6093962,92.93596199
AT3G23790,0.96967948,1.474527392,40.2379253,36.03387725,26.32364327,11.45380689,114.7424756,87.0750282,85.27718858,97.39204871,84.27619669,61.31630022,300.3813905,117.3927941
AT5G23050,33.93878181,39.81223958,179.5230514,184.6736209,46.06637572,38.17935631,295.9148055,322.2776906,724.8561029,569.4188448,527.00715,296.6383173,386.428143,415.7661457
AT1G55320,204.6023703,263.9404031,680.9495052,858.056702,95.42320686,36.9067111,615.9859217,365.3147735,728.1359948,462.9368715,540.4913415,273.437555,62.57945635,26.41337867
AT5G16370,1720.211398,2353.345717,733.5683306,1162.092541,233.622334,174.3523938,759.4140162,779.6718042,2433.679766,1983.551392,3102.487721,1711.884814,3811.088892,6070.185728
AT3G16910,133.8157683,202.0102527,170.2373763,315.2964259,243.4937003,118.3560046,332.1492715,265.2285342,1174.201289,777.837829,879.8434935,387.7841689,330.1066323,435.3316114
AT4G20070,33.93878181,85.52258873,183.3920826,256.7413754,82.26138522,55.99638925,181.1723299,186.1604051,718.2963192,480.4674403,711.2911001,873.3429788,32.85421459,137.9365331
AT3G43600,7.757435842,10.32169174,32.49986275,0,16.45227704,6.363226051,54.35169897,94.08106495,81.99729671,89.60068481,59.555179,34.80114337,14.08037768,29.34819852
AT2G27150,36.84782025,58.98109567,211.2491078,204.9426769,52.64728654,17.81703294,48.31262131,41.03535812,13.11956747,19.47840974,30.33943081,41.42993258,326.9776594,259.2424203
AT1G58360,99.87698646,157.7744309,1021.424258,1427.842386,671.2529034,357.6133041,1020.604125,847.7304469,1662.905177,1623.850092,3002.479968,1985.322369,2855.187696,2917.210933
AT5G09220,883.3780065,616.3524498,173.3326013,168.9087996,3.290455409,2.545290421,13.58792474,9.007761538,0,0,1.123682623,0,3.128972818,0
AT1G77380,2.909038441,7.372636959,107.5590696,105.8495144,0,0,0,8.006899145,13.11956747,7.142083572,7.865778358,0,1.564486409,2.934819852
AT5G63850,24.24198701,50.13393132,3.095225023,0,0,0,3.019538832,0,6.559783737,0,2.247365245,4.97159191,0,0
AT1G44100,404.3563432,406.9695602,295.5939897,376.1035938,746.9333778,552.3280212,2572.647085,1585.366031,1771.141609,1408.938305,704.5490044,647.9641455,489.684246,789.4665402
AT5G49630,26.18134597,26.54149305,171.7849888,119.3622184,19.74273245,22.90761378,36.23446598,30.02587179,72.15762111,80.51076026,15.73155672,49.7159191,9.386918453,13.69582598
AT5G23810,2.909038441,0,17.79754388,9.008469312,9.871366227,5.090580841,6.039077664,1.000862393,0,1.298560649,0,53.0303137,168.9645322,163.3716384
AT1G10010,7.757435842,14.74527392,203.5110453,240.9765541,23.03318786,16.54438773,13.58792474,9.007761538,6.559783737,1.298560649,2.247365245,0,1.564486409,0
AT1G13560,441.2041635,380.4280671,1631.957394,2157.5284,1822.912297,1161.925077,3312.434099,2253.942109,2099.130796,1729.033505,723.6516089,926.3732925,1663.049053,1729.587166
AT3G25585,129.9370503,153.3508488,509.9383226,682.3915504,398.1451045,335.9783355,816.785254,226.1949008,377.1875649,402.5538013,192.1497285,154.1193492,200.2542603,232.8290416
AT3G28970,23.27230752,63.40467785,228.2728455,225.2117328,98.71366227,176.8976842,285.3464196,459.3958384,295.1902682,377.2318687,269.6838294,379.4981824,262.8337167,296.4168051
AT2G22250,24.24198701,48.65940393,436.4267283,358.0866552,164.5227704,109.4474881,614.4761523,417.3596179,780.6142647,631.7497559,365.1968523,296.6383173,64.14394276,53.80503062
AT4G21120,227.8746778,175.4687596,41.01173156,58.55505053,0,2.545290421,0,3.002587179,0,1.298560649,0,1.657197303,259.7047439,331.6346433
AT5G40010,8.727115322,14.74527392,2.321418768,4.504234656,13.16182164,0,0,0,0,3.895681948,2.247365245,3.314394606,0,1.956546568
AT5G67030,1118.040441,864.0730516,102.916232,204.9426769,98.71366227,155.2627157,514.8313708,378.3259846,734.6957785,414.8901275,783.2067879,881.6289653,2435.905339,862.8370365
AT1G52340,332.6000617,289.0073688,1279.875547,1231.908178,740.352467,525.6024718,1449.378639,1034.891714,885.5708045,675.900818,1484.384744,1019.176341,353.5739284,222.0680355
AT1G16540,92.11955062,123.8603009,32.49986275,164.404565,65.80910818,99.2663264,208.3481794,100.0862393,72.15762111,73.36867669,131.4708668,102.7462328,439.6206809,297.3950784
AT1G67080,63.99884569,84.04806134,181.8444701,270.2540794,92.13275145,49.6331632,289.8757279,333.2871769,619.8995632,631.1004756,456.2151448,218.750044,51.62805149,58.69639704
AT5G13060,3.878717921,1.474527392,66.547338,112.6058664,98.71366227,52.17845362,324.6004244,244.2104239,390.3071324,449.3019847,24.7210177,11.60038112,0,9.782732841
AT4G04770,4015.442728,2517.018258,1203.268728,2094.469115,598.8628844,733.0436411,2272.202971,1425.228048,1948.25577,2315.333638,1874.302614,1544.507887,937.1273589,734.6832363
AT1G60600,31.02974337,50.13393132,46.42837535,114.8579837,401.4355599,122.1739402,389.5205093,344.2966632,1298.83718,1201.168601,214.6233809,112.6894166,0,15.65237255
AT2G41700,17.45423064,14.74527392,85.11868814,87.8325758,102.0041177,58.54167967,123.8010921,130.1121111,203.3532958,175.3056877,435.9888576,492.187599,244.0598798,172.176098
AT3G47730,132.8460888,193.1630883,334.2843025,364.8430072,197.4273245,211.2591049,791.119174,546.4708666,193.5136202,224.001712,158.4392498,120.9754031,275.349608,176.0891911
AT3G47750,0.96967948,0,0,0,3.290455409,0,4.529308248,6.005174358,9.839675606,22.07553104,216.8707462,228.6932278,20.33832331,30.32647181
AT2G36910,415.0228175,376.0044849,677.0804739,1819.710801,223.7509678,123.4465854,901.3323413,504.4346461,537.9022664,468.1311141,361.8258045,278.4091469,23.46729613,46.95711764
AT3G28860,1298.400824,1734.044213,554.8190855,416.6417057,470.5351235,935.3942295,1923.446236,1487.281516,2377.921605,1769.288885,901.1934633,348.0114337,28.16075536,45.97884435
AT2G47000,42.66589713,54.5575135,24.76180019,69.81563717,167.8132259,268.5281394,1244.049999,318.274241,59.03805363,86.35428319,47.19467015,58.00190561,61.01496994,34.23956494
AT1G31770,5.818076881,5.898109567,23.98799393,20.26905595,6.580910818,11.45380689,73.97870138,100.0862393,81.99729671,90.89924546,30.33943081,3.314394606,39.11216022,32.28301837
AT1G71960,2522.136328,1915.411082,246.0703894,470.6925216,348.7882733,962.1197789,378.9521234,299.2578555,544.4620502,533.7084269,273.0548773,84.51706246,6.257945635,7.826186273
AT1G49720,69.81692257,172.5197048,67.32114426,121.6143357,171.1036813,109.4474881,119.2717839,99.08537692,262.3913495,288.2804642,138.2129626,172.3485195,54.75702431,71.41394974
AT1G45249,117.3312171,165.1470679,526.188254,738.6944836,200.7177799,176.8976842,221.9361041,171.1474692,334.5489706,391.5160358,209.0049678,84.51706246,39.11216022,19.56546568
AT4G34000,667.1394824,467.4251832,615.1759734,635.0970865,75.6804744,142.5362635,427.2647447,558.4812153,95.11686419,81.80932091,50.56571802,39.77273528,1.564486409,0.978273284
AT3G19290,391.75051,564.7439911,861.2463628,1303.975933,276.3982543,418.7002742,1153.463834,1447.24702,360.7881055,278.5412593,1110.198431,908.1441221,2035.396818,2558.184638
AT2G13540,74.66531998,95.84428047,595.0570108,686.8957851,618.6056169,240.5299447,1070.426516,1105.952944,1341.475774,1029.758595,647.2411906,382.812577,278.4785808,229.8942218
AT4G26080,3515.088116,3128.947126,793.9252185,1281.45476,125.0373055,318.1613026,650.7106183,824.7106119,419.8261592,275.2948577,178.665537,97.77464089,137.674804,175.1109178
AT5G57050,538.1721115,670.9099633,190.3563389,423.3980577,23.03318786,17.81703294,42.27354365,35.03018376,32.79891869,31.16545559,58.43149637,159.0909411,84.48226608,70.43567645
AT3G24650,137.6944862,176.943287,51.07121289,40.53811191,674.5433588,781.4041591,2770.426878,2743.363819,3880.11208,4880.640201,6353.301548,3559.659807,475.6038683,2042.634617
AT2G40220,0,4.423582176,17.02373763,33.78175992,75.6804744,26.72554942,132.8597086,122.105212,1010.206696,527.2156237,328.1153258,172.3485195,0,5.869639704
AT2G36270,77.57435842,85.52258873,197.3205952,364.8430072,19.74273245,1.27264521,31.70515773,16.01379829,32.79891869,58.43522922,168.5523934,187.2632953,2129.266002,1582.846174
AT2G46225,15.51487168,11.79621913,92.08294445,92.33681045,29.61409868,49.6331632,104.1740897,120.1034872,282.0707007,397.3595587,533.7492457,324.8106714,39.11216022,46.95711764
AT3G49290,2.909038441,2.949054784,13.92851261,29.27752527,13.16182164,7.635871262,46.80285189,26.02242222,36.07881055,116.2211781,28.09206556,16.57197303,0,4.89136642
AT5G24310,2.909038441,1.474527392,12.38090009,31.52964259,23.03318786,13.99909731,24.15631065,37.03190854,62.3179455,56.48738825,4.49473049,1.657197303,6.257945635,1.956546568
AT5G42030,8.727115322,17.6943287,13.15470635,31.52964259,6.580910818,0,34.72469657,25.02155983,337.8288625,473.974637,1269.761364,662.8789213,18.77383691,13.69582598
AT5G13680,24.24198701,60.45562307,635.2949361,831.0312941,365.2405504,120.901295,419.7158976,410.3535812,646.1386981,487.6095239,219.1181114,183.9489007,583.5534305,464.6798099
AT1G66600,0,0,3.869031279,4.504234656,0,0,3.019538832,0,0,0,0,0,0,1.956546568
AT1G51965,1.93935896,7.372636959,190.3563389,171.1609169,88.84229604,61.08697009,237.0337983,157.1353957,236.1522145,258.4135692,195.5207763,149.1477573,90.74021171,50.87021077
AT4G02980,251.1469854,271.3130401,439.5219533,1008.948563,493.5683113,239.2572995,215.8970265,101.0871017,383.7473486,234.3901972,437.1125402,290.0095281,306.6393361,172.176098
AT5G64750,0,2.949054784,3.095225023,4.504234656,6.580910818,1.27264521,0,2.001724786,0,0,0,1.657197303,1437.76301,1001.751843
AT1G13210,289.9341646,181.3668692,229.0466517,225.2117328,0,31.81613026,256.6608007,190.1638547,167.2744853,137.6474288,189.9023632,135.8901789,6.257945635,17.60891911
AT3G52720,171.633268,125.3348283,563.3309543,574.2899187,259.9459773,123.4465854,1097.602365,1114.960706,413.2663754,309.0574346,113.4919449,76.23107595,131.4168583,98.80560169
AT4G29900,198.7842934,190.2140335,358.2722965,376.1035938,190.8464137,183.2609103,619.0054605,688.5933264,554.3017258,393.4638768,302.2706255,210.4640575,87.61123889,208.3722095
AT3G57330,34.90846129,30.96507523,61.13069421,78.82410648,19.74273245,3.817935631,30.19538832,46.03967008,39.35870242,48.04674403,2.247365245,9.943183819,3.128972818,0
AT2G28210,103.7557044,97.31880786,839.5797876,545.0123934,180.9750475,141.2636183,795.6484822,843.7269974,760.9349135,744.0752521,311.2600865,144.1761654,106.3850758,133.0451666
AT5G04180,106.6647428,123.8603009,354.4032652,335.5654819,13.16182164,5.090580841,18.11723299,15.0129359,0,3.895681948,0,1.657197303,6.257945635,2.934819852
AT2G41560,86.30147374,157.7744309,311.0701149,247.7329061,154.6514042,337.2509807,487.6555213,387.3337461,436.2256185,382.4261112,207.8812852,107.7178247,20.33832331,33.26129166
AT1G08065,6.787756361,2.949054784,1.547612512,0,0,0,0,2.001724786,6.559783737,0,0,0,0,0
AT4G21000,0,0,0,0,0,0,0,1.000862393,0,0,2.247365245,0,0,0
AT1G08080,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G56330,805.8036481,644.3684702,1101.126302,1301.723816,625.1865277,691.0463492,1490.142414,1532.320324,1525.149719,1384.265652,975.3565164,928.0304898,71.96637481,301.3081715
AT3G21180,9.696794802,11.79621913,20.11896265,31.52964259,0,0,4.529308248,6.005174358,0,0,0,0,0,0.978273284
AT5G48230,2853.76671,3621.439274,4709.384873,4945.649653,3961.708312,3418.325035,5284.192956,5105.399067,12821.09731,9276.267999,3725.007894,2616.714542,3637.430901,4504.948473
AT5G53470,13.57551272,23.59243827,239.1061331,414.3895884,204.0082354,118.3560046,306.4831914,309.2664795,869.1713452,635.6454379,556.2228982,381.1553797,916.7890356,791.4230868
AT4G27780,44.60525609,28.01602045,383.0340967,319.8006606,121.7468501,114.5380689,246.0924148,190.1638547,163.9945934,178.5520893,522.5124195,1025.805131,2398.357665,2197.201796
AT4G24230,152.2396784,184.315924,418.6291844,691.4000197,16.45227704,31.81613026,30.19538832,31.02673419,26.23913495,33.76257688,40.45257441,31.48674876,92.30469812,79.24013601
AT3G05420,1851.118128,2863.532195,1290.708835,1175.605245,437.6305694,1663.34729,1499.20103,1394.201314,1141.40237,1021.967231,605.6649336,611.5058049,170.5290186,315.9822708
AT5G27630,9.696794802,20.64338349,30.95225023,105.8495144,19.74273245,26.72554942,137.3890169,147.1267718,193.5136202,152.5808763,278.6732904,197.2064791,3.128972818,23.47855882
AT1G31812,1201.432876,871.4456886,1028.388514,1130.562899,2063.115541,1338.822761,1118.739137,1241.069367,7235.441462,7927.063484,4574.511957,3753.551892,142.3682632,248.4814142
AT1G36160,7343.382704,6625.051572,13712.62066,8596.331841,2260.542866,1833.881748,3161.457157,3558.065807,2194.24766,2164.051322,1912.507824,1683.71246,10054.95415,12927.88145
AT1G36180,50.42333297,44.23582176,117.6185509,137.379157,32.90455409,40.72464673,158.5257887,204.1759282,111.5163235,81.16004059,43.82362228,43.08712988,37.54767381,34.23956494
AT3G44880,44.60525609,42.76129436,280.8916709,466.1882869,210.5891462,123.4465854,691.4743925,361.3113239,1377.554585,688.8864245,1542.816241,1088.778628,1911.802392,1638.607751
AT4G25650,732.1080076,566.2185185,515.3549664,831.0312941,342.2073625,131.0824567,637.1226935,562.4846649,1407.073612,1120.00856,1704.626538,745.7387864,929.3049268,766.9662547
AT2G34690,2058.629536,2502.272984,1325.530116,2344.454139,1490.5763,904.8507445,378.9521234,467.4027376,446.0652941,354.5070573,149.4497888,225.3788332,1045.076921,1352.951952
AT4G37000,2331.10947,2015.678945,739.7587806,567.5335667,187.5559583,309.2527861,495.2043684,397.3423701,1580.907881,3649.604705,3484.539813,1241.24078,514.7160285,540.0068528
AT1G06460,116.3615376,73.72636959,58.80927545,112.6058664,46.06637572,38.17935631,34.72469657,32.02759658,134.4755666,107.7805339,140.4603278,81.20266786,35.9831874,27.39165195
AT4G14400,0.96967948,0,0,0,0,0,3.019538832,0,0,1.298560649,6.742095736,0,1.564486409,2.934819852
AT4G26160,45.57493557,41.28676697,101.3686195,123.866453,29.61409868,21.63496857,72.46893196,93.08020256,141.0353503,190.2391351,212.3760157,162.4053357,176.7869642,118.3710674
AT4G29670,200.7236524,138.6055748,173.3326013,333.3133646,164.5227704,114.5380689,212.8774876,232.2000752,600.2202119,601.2335807,398.907331,278.4091469,197.1252875,211.3070294
AT2G33270,16.48455116,13.27074653,13.92851261,22.52117328,6.580910818,2.545290421,1.509769416,2.001724786,0,0,0,1.657197303,0,0
AT1G08570,729.1989691,591.2854841,446.4862096,396.3726497,329.0455409,215.0770405,705.0623172,830.7157863,836.3724265,933.0158266,3700.286876,1589.252214,4061.406717,9216.312609
AT5G61440,758.2893535,746.1108603,790.8299935,1060.747262,144.780038,113.2654237,270.2487255,385.3320213,1207.000208,1377.772849,140.4603278,38.11553797,1.564486409,21.52201225
AT5G01370,6.787756361,20.64338349,75.05920682,90.08469312,167.8132259,297.7989792,591.829611,240.2069743,610.0598875,1401.146941,665.2201126,275.0947523,0,13.69582598
AT2G23600,0,0,6.964256303,6.756351984,0,0,0,0,0,0,3.371047868,0,4.693459227,0
AT5G19530,423.7499328,309.6507523,450.3552409,256.7413754,306.012353,472.151373,804.7070987,1253.079716,337.8288625,472.6760764,323.6205953,155.7765465,10.95140486,27.39165195
AT1G10670,428.5983303,517.5591145,6048.843502,4866.825546,2030.210987,1402.455022,3621.936829,3574.079606,7422.395298,9152.255457,5248.72153,3059.186222,37.54767381,191.7415637
AT1G60810,65.93820465,82.57353394,634.5211298,695.9042544,292.8505314,150.1721348,389.5205093,329.2837273,1889.217716,1972.513626,921.4197505,508.7595721,0,23.47855882
AT1G09430,170.6635885,134.1819927,194.9991765,499.9700468,154.6514042,77.63135783,217.4067959,325.2802778,1918.736743,1173.898827,1673.163425,1408.617708,319.1552274,349.2435624
AT3G06650,248.2379469,268.3639853,866.6630066,921.1159872,434.340114,510.3307293,2272.202971,2270.95677,5415.101475,4794.285918,2829.432844,1499.763559,7.822432044,83.15322915
AT5G49460,133.8157683,162.1980131,1132.078552,975.1668031,825.9043076,752.1333193,2155.950726,2682.311213,6005.482011,5278.64904,2036.112912,1599.195398,3.128972818,85.10977571
AT2G19590,2281.655817,2695.436072,3712.722416,4175.425526,1418.186281,1244.647016,993.4282757,1268.092652,4929.677478,5263.066312,6644.335347,4698.154355,735.3086122,1739.369899
AT4G26970,2021.781716,1384.581221,1152.971321,1891.778556,1118.754839,1037.205846,1206.305763,1235.064193,1154.521938,1216.102048,804.5567578,651.2785401,128.2878855,175.1109178
AT2G05710,219.1475625,250.6696566,882.9129379,1522.431314,470.5351235,276.1640106,1179.129914,1083.933972,2883.024952,1751.109036,1397.861182,498.8163883,566.34408,881.4242289
AT1G62940,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G05020,1378.884221,1307.905797,428.6886657,407.6332364,592.2819736,1015.570878,3193.162315,5068.367159,19551.43543,28959.20104,28415.68616,19909.5684,34.41870099,412.8313259
AT1G54580,8981.171346,11808.01535,3253.855306,3351.150584,6008.371577,13390.7729,3653.641987,4096.529775,13598.43169,45366.51485,24715.39928,15092.09584,4.693459227,541.9633994
AT1G54630,7346.291742,4824.653626,947.9126634,1576.48213,3046.961709,5645.454153,15398.13827,3145.710501,6556.503845,12581.10485,5765.615536,9089.727208,39.11216022,202.5025698
AT4G25050,989.0730698,1036.592756,376.8436466,725.1817797,1684.713169,1309.551921,1244.049999,1584.365168,3994.908296,5661.075151,1138.290497,510.4167694,109.5140486,315.0039975
AT5G27200,1.93935896,10.32169174,0,0,36.1950095,15.27174252,25.66608007,55.04743162,4467.212725,5549.398935,5430.758115,1703.598828,0,73.3704963
AT5G65890,132.8460888,243.2970197,376.0698403,423.3980577,269.8173435,150.1721348,178.1527911,136.1172855,419.8261592,353.2084966,1543.939923,747.3959837,4964.115375,2907.4282
AT1G76990,4921.123362,3432.699768,4449.385971,3853.372748,401.4355599,313.0707217,1035.701819,1377.186653,639.5789144,533.7084269,1070.869539,1746.685958,8692.286487,10774.70195
AT1G69040,168.7242296,247.7206018,184.9396952,225.2117328,187.5559583,211.2591049,360.8348904,298.2569931,439.5055104,514.8792975,211.252333,230.3504251,56.32151072,63.58776346
AT2G03730,34.90846129,20.64338349,47.20218161,123.866453,6.580910818,30.54348505,58.88100722,26.02242222,32.79891869,61.03235052,42.69993966,67.94508943,42.24113304,60.65294361
AT3G01990,0.96967948,0,0.773806256,0,0,1.27264521,9.058616496,0,0,0,0,0,208.0766924,356.0914754
AT4G22780,2515.348572,2707.232291,666.2471863,1108.041725,65.80910818,234.1667187,836.4122564,1252.078854,203.3532958,131.8039059,60.67886162,112.6894166,15.64486409,28.36992524
AT1G12420,868.8328143,760.8561342,54.94024417,90.08469312,52.64728654,435.2446619,930.0179602,443.3820401,91.83697232,100.6384503,39.32889179,69.60228673,42.24113304,22.50028553
AT5G36880,599.2619188,541.1515528,788.5085747,1569.725778,444.2114802,725.4077698,3406.039802,1529.317737,1154.521938,732.3882063,810.1751709,553.5038993,215.8991244,211.3070294
AT3G61510,0,0,0,0,0,0,0,0,0,0.649280325,1.123682623,0,0,0
AT1G62960,548.8385858,628.1486689,764.5205808,873.8215233,444.2114802,333.4330451,612.9663829,484.4173983,580.5408607,565.5231628,320.2495474,197.2064791,1056.028326,380.5483075
AT4G08040,0.96967948,0,2.321418768,0,0,0,3.019538832,0,0,0,0,0,1.564486409,0
AT5G51690,0,4.423582176,22.44038142,29.27752527,13.16182164,8.908516472,42.27354365,33.02845897,98.39675606,114.9226175,124.7287711,154.1193492,10.95140486,14.67409926
AT1G01480,4.848397401,0,3.095225023,0,0,5.090580841,12.07815533,8.006899145,0,0,26.96838294,339.7254472,161.1421001,204.4591164
AT2G22810,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT5G65800,0,0,1.547612512,0,0,0,6.039077664,0,0,0,0,0,0,0
AT4G11280,408.2350612,440.8836902,687.9137615,1159.840424,118.4563947,66.17755093,421.225667,475.4096367,872.451237,768.0986241,104.5024839,46.40152449,35.9831874,48.9136642
AT4G26200,11.63615376,10.32169174,1.547612512,0,0,1.27264521,9.058616496,11.00948632,0,4.544962273,14.60787409,8.285986516,1.564486409,1.956546568
AT4G37770,72.72596102,63.40467785,65.77353175,49.54658122,6.580910818,15.27174252,0,1.000862393,0,1.947840974,1.123682623,9.943183819,1.564486409,0
AT3G49700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G37620,147.391281,190.2140335,308.7486961,272.5061967,184.2655029,324.5245286,1280.284465,1761.517812,1725.223123,1247.916784,420.2573008,450.7576665,14.08037768,33.26129166
AT3G12110,103.7557044,122.3857735,672.4376363,668.8788464,230.3318786,161.6259417,443.8722083,886.7640803,623.179455,605.1292626,137.08928,21.54356494,0,12.71755269
AT3G46520,9.696794802,16.21980131,8.511868814,4.504234656,0,0,4.529308248,1.000862393,0,3.246401624,0,0,1.564486409,0
AT3G18780,1034.648005,780.0249903,602.0212671,373.8514765,559.3774195,1590.806513,3306.395021,4292.698804,4050.666458,4304.079272,2104.657552,1050.66309,59.45048354,424.5706053
AT3G53750,1210.159991,1607.234857,2656.476876,2443.547301,2428.356092,3746.667499,11012.25812,8401.238928,3581.64192,2962.016841,1273.132411,1319.129053,23.46729613,102.7186948
AT5G59370,16.48455116,28.01602045,30.95225023,31.52964259,0,8.908516472,6.039077664,1.000862393,13.11956747,8.440644221,8.989460981,18.22917033,1.564486409,0
AT5G09810,26392.73609,30403.28029,12907.86215,10657.0192,18064.60019,63484.63367,31542.10264,50249.29731,22283.58535,24710.3106,12338.0352,18926.8504,5869.953006,17717.50745
AT1G49240,235.6321137,244.771547,1996.42014,934.6286912,332.3359963,239.2572995,899.8225719,1066.919311,1407.073612,1278.432959,1027.045917,861.7425977,522.5384606,908.8158809
AT2G42090,14.5451922,35.3886574,44.10695658,56.3029332,6.580910818,2.545290421,9.058616496,1.000862393,0,1.947840974,0,0,1.564486409,0
AT4G16760,201.6933319,169.5706501,1487.255624,1236.412413,447.5019356,547.2374404,1324.067778,1449.248745,1534.989394,1427.767434,1382.129626,1236.269188,3266.647622,2727.425916
AT5G65110,79.51371738,85.52258873,273.1536083,252.2371407,39.48546491,92.90310035,218.9165653,124.1069367,551.0218339,408.3973242,527.00715,296.6383173,588.2468897,357.0697487
AT1G06290,88.2408327,125.3348283,284.7607022,189.1778556,144.780038,249.4384612,416.6963588,313.269929,826.5327509,714.2083572,718.0331958,742.4243918,7999.219008,3945.376155
AT3G51840,3204.790682,3855.88913,3127.724886,3083.148622,1428.057647,1948.419817,3333.57087,4106.538399,3909.631107,4071.636916,4567.769861,3793.324627,3922.167427,4859.083402
AT2G35690,38.78717921,23.59243827,53.39263165,36.03387725,29.61409868,40.72464673,224.955643,81.06985384,472.3044291,288.2804642,171.9234413,193.8920845,3.128972818,8.804459557
AT1G06310,8.727115322,17.6943287,34.04747526,56.3029332,82.26138522,15.27174252,95.1154732,130.1121111,186.9538365,101.937011,16.85523934,8.285986516,0,1.956546568
AT4G25570,208.4810882,302.2781153,1277.554128,1042.730323,325.7550855,341.0689163,1962.700241,1505.297039,2148.329174,1809.544265,1836.097405,1377.130959,258.1402575,276.8513394
