,z1_counts,z2_counts,o1_counts,o2_counts,g1_counts,g2_counts,h1_counts,h2_counts,t1_counts,t2_counts,b1_counts,b2_counts,m1_counts,m2_counts
AT4G14330,46.54461505,97.31880786,140.8327386,128.3706877,434.340114,301.6169148,628.064077,792.6830153,1233.239343,1455.037208,335.9811042,174.0057168,37.54767381,70.43567645
AT4G14342,180.3603833,126.8093557,252.2608394,268.001962,467.2446681,581.5988611,1382.948785,938.8089247,613.3397794,751.2173357,319.1258648,283.3807388,463.087977,380.5483075
AT4G14350,149.33064,116.487664,141.6065448,204.9426769,69.09956359,208.7138145,392.5400481,398.3432324,196.7935121,341.5214508,238.220716,198.8636764,15.64486409,78.26186273
AT4G14358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G14360,34.90846129,39.81223958,220.5347829,317.5485433,184.2655029,152.7174252,468.0285189,270.2328461,603.5001038,518.7749794,574.2018201,546.87511,732.1796393,361.9611151
AT4G14368,2.909038441,0,17.02373763,11.26058664,0,1.27264521,0,4.003449572,0,1.298560649,0,0,0,0
AT4G14370,6.787756361,2.949054784,1.547612512,6.756351984,0,0,25.66608007,8.006899145,6.559783737,2.597121299,0,0,0,1.956546568
AT4G14380,0,0,3.095225023,0,0,0,0,0,0,1.298560649,0,9.943183819,1.564486409,0
AT4G14385,429.5680097,429.087471,469.7003973,540.5081587,539.6346871,833.5826127,721.6697808,698.6019504,455.9049697,429.1742946,331.4863737,396.0701555,436.4917081,461.7449901
AT4G14390,0,0,0,0,0,2.545290421,0,0,6.559783737,0,0,6.628789213,0,0
AT4G14403,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G14420,889.1960833,614.8779224,1223.387691,1085.520552,2109.181917,3621.948268,6692.807821,5616.83975,2118.810147,3171.734386,1298.977112,2257.102727,31.28972818,152.6106323
AT4G14450,0,0,0,0,0,0,0,4.003449572,0,0,0,1.657197303,3.128972818,0.978273284
AT4G14480,0,0,3.869031279,0,0,0,0,6.005174358,0,0,1.123682623,0,0,0
AT4G14490,79.51371738,84.04806134,368.3317778,556.27298,582.4106074,427.6087906,501.2434461,613.528647,265.6712414,427.2264537,41.57625704,23.20076224,89.1757253,61.6312169
AT4G14500,477.0823043,700.4005111,573.3904356,855.8045847,259.9459773,156.5353609,774.5117104,537.4631051,593.6604282,451.899106,456.2151448,343.0398418,1184.316211,1123.05773
AT4G14520,26.18134597,16.21980131,126.1304197,96.84104511,92.13275145,47.08787278,108.7033979,64.05519316,95.11686419,188.2912942,121.3577232,87.83145707,115.7719943,110.5448811
AT4G14530,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G14570,89.21051218,109.115027,270.0583833,371.5993591,365.2405504,105.6295525,483.1262131,427.3682418,961.0083175,571.3666857,307.8890386,236.9792144,18.77383691,47.93539092
AT4G14600,466.41583,448.2563271,557.9143105,504.4742815,681.1242696,493.7863416,271.7584949,129.1112487,298.47016,318.1473591,202.2628721,225.3788332,1484.697602,1221.863332
AT4G14605,162.9061527,140.0801022,78.15443184,92.33681045,49.35683113,125.9918758,1188.18853,657.5665923,537.9022664,729.1418046,246.0864943,139.2045735,15.64486409,21.52201225
AT4G14615,746.6531998,768.2287712,177.2016326,407.6332364,539.6346871,615.9602818,386.5009705,304.2621675,639.5789144,385.0232325,373.0626307,657.9073294,1092.011513,596.7467033
AT4G14620,664.2304439,986.4588251,366.7841653,337.8175992,52.64728654,316.8886574,884.7248777,279.2406077,245.9918901,298.019669,115.7393101,44.74432719,10.95140486,13.69582598
AT4G14650,0,0,0,0,0,0,0,0,0,0,0,0,1.564486409,0
AT4G14695,67.87756361,115.0131366,150.1184136,288.271018,733.7715562,565.0544734,285.3464196,628.5415829,1092.203992,1616.058728,909.0592417,545.2179127,1.564486409,14.67409926
AT4G14723,39.75685869,60.45562307,25.53560644,29.27752527,23.03318786,29.27083984,64.92008489,39.03363333,180.3940528,137.6474288,286.5390688,178.9773087,0,0
AT4G14730,11.63615376,14.74527392,172.5587951,164.404565,42.77592032,12.7264521,15.09769416,16.01379829,26.23913495,49.994585,20.22628721,1.657197303,0,0.978273284
AT4G14740,1674.636462,1936.054466,1224.161497,1560.717308,111.8754839,319.4339478,229.4849512,307.2647547,285.3505926,363.5969818,291.0337992,202.178071,7.822432044,9.782732841
AT4G14746,228.8443573,244.771547,301.0106335,349.0781859,151.3609488,192.1694267,63.41031547,137.1181479,32.79891869,29.86689494,4.49473049,8.285986516,21.90280972,16.63064583
AT4G14760,311.2671131,1082.303106,258.4512895,785.9889475,105.2945731,41.99729194,64.92008489,132.1138359,32.79891869,70.12227507,69.6683226,18.22917033,0,3.913093136
AT4G14780,426.6589713,443.8327449,1726.361757,765.7198916,167.8132259,108.1748429,120.7815533,108.0931385,1147.962154,1351.801636,2048.473421,919.7445033,165.8355593,128.1538002
AT4G14805,0,0,0,0,0,2.545290421,3.019538832,0,0,0.649280325,0,1.657197303,0,0
AT4G14810,0,0,2.321418768,0,0,0,0,0,0,0,0,0,0,0
AT4G14815,0,1.474527392,0,0,0,0,0,0,0,0,1.123682623,0,0,1.956546568
AT4G14819,24.24198701,33.91413001,0,2.252117328,0,0,3.019538832,3.002587179,0,1.298560649,2.247365245,4.97159191,1.564486409,0
AT4G14820,137.6944862,182.8413966,75.83301307,139.6312743,49.35683113,19.08967815,52.84192956,57.04915641,144.3152422,49.994585,21.34996983,54.687511,118.9009671,98.80560169
AT4G14830,417.931856,432.0365258,163.27312,177.9172689,52.64728654,49.6331632,16.60746358,32.02759658,59.03805363,29.86689494,35.95784392,38.11553797,9.386918453,7.826186273
AT4G14840,0,0,7.738062559,2.252117328,0,0,4.529308248,1.000862393,39.35870242,48.04674403,69.6683226,38.11553797,0,0
AT4G14870,719.5021743,700.4005111,491.3669725,441.4149963,750.2238332,371.6124014,756.3944774,453.3906641,1134.842587,1108.321514,357.331074,150.8049546,863.5964977,403.048593
AT4G14890,204.6023703,297.8545332,105.2376508,177.9172689,463.9542127,249.4384612,227.9751818,231.1992128,1416.913287,1751.758316,758.4857702,283.3807388,639.8749412,573.2681445
AT4G14900,15.51487168,19.16885609,55.71405042,56.3029332,55.93774195,129.8098114,771.4921715,803.6925016,2089.29112,2780.21835,1987.794559,1221.354412,117.3364807,151.632359
AT4G14905,227.8746778,274.2620949,1859.456433,2150.772048,927.9084253,860.3081621,2657.194172,2115.823099,931.4892907,797.9655191,561.8413113,331.4394606,704.018884,639.7907278
AT4G14920,24.24198701,36.8631848,182.6182764,189.1778556,92.13275145,47.08787278,152.486711,131.1129735,291.9103763,342.1707311,274.1785599,200.5208737,29.72524177,25.43510539
AT4G14930,149.33064,128.2838831,391.5459655,612.5759132,180.9750475,137.4456827,300.4441138,323.278553,547.741942,597.9871791,325.8679605,280.0663442,10.95140486,34.23956494
AT4G14950,426.6589713,210.857417,311.8439211,225.2117328,171.1036813,226.5308474,342.7176574,459.3958384,642.8588062,679.7965,493.2966713,313.2102903,101.6916166,215.2201225
AT4G14970,0.96967948,1.474527392,17.02373763,22.52117328,23.03318786,5.090580841,51.33216014,44.0379453,104.9565398,131.1546256,26.96838294,18.22917033,6.257945635,7.826186273
AT4G14980,3.878717921,0,5.416643791,6.756351984,0,16.54438773,42.27354365,51.04398205,45.91848616,64.27875215,532.6255631,533.6175316,3.128972818,6.847912988
AT4G14990,12011.41972,6328.671566,817.9132124,1439.102973,1102.302562,1483.904315,1787.566988,1193.027973,196.7935121,485.0124026,665.2201126,604.8770157,3673.414088,3508.087997
AT4G15000,1976.206781,2404.954176,3277.8433,2779.112783,7906.964348,8143.6567,4254.530214,7363.344626,7783.183404,15226.92217,5202.650543,3889.442071,461.5234906,995.8822032
AT4G15010,19.3935896,17.6943287,130.7732572,216.2032635,148.0704934,94.17574556,146.4476333,165.1422949,301.7500519,288.2804642,266.3127816,187.2632953,189.3028555,239.6769546
AT4G15020,104.7253839,128.2838831,484.4027162,765.7198916,490.2778559,469.6060826,1238.010921,1590.370343,1282.437721,1443.350162,803.4330751,609.8486076,345.7514964,486.2018222
AT4G15030,1460.337297,2453.61358,687.1399552,517.9869855,480.4064897,3167.613928,1633.570508,802.6916393,186.9538365,927.821584,896.6987328,1667.140487,398.9440343,233.8073149
AT4G15040,5.818076881,10.32169174,49.52360038,38.28599458,13.16182164,5.090580841,0,6.005174358,3.279891869,1.298560649,0,1.657197303,1.564486409,2.934819852
AT4G15050,90.18019166,166.6215953,285.5345084,301.783722,2003.887344,995.2085544,6.039077664,3.002587179,0,0,0,0,0,0
AT4G15053,43.63557661,154.8253761,208.9276891,209.4469115,398.1451045,263.4375585,0,2.001724786,0,0,0,0,0,1.956546568
AT4G15056,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G15060,0,0,0,0,0,0,0,0,0,1.298560649,0,0,0,0
AT4G15061,0,0,0,0,0,0,0,4.003449572,0,0,0,0,1.564486409,0.978273284
AT4G15070,0.96967948,1.474527392,7.738062559,18.01693862,13.16182164,2.545290421,3.019538832,12.01034872,6.559783737,14.93344747,4.49473049,0,3.128972818,1.956546568
AT4G15075,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G15080,72.72596102,64.87920524,270.0583833,150.891861,157.9418596,175.625039,789.6094045,768.6623179,619.8995632,634.9961576,284.2917035,233.6648197,168.9645322,168.2630049
AT4G15093,241.4501906,181.3668692,88.98771942,33.78175992,32.90455409,54.72374404,34.72469657,33.02845897,19.67935121,16.23200812,96.63670554,261.8371739,1648.968675,1021.317309
AT4G15096,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G15120,32.96910233,14.74527392,64.99972549,45.04234656,39.48546491,31.81613026,0,1.000862393,0,0,2.247365245,0,1.564486409,0
AT4G15140,41.69621765,25.06696566,48.74979412,67.56351984,322.4646301,353.7953684,288.3659584,941.8115119,350.9484299,947.2999937,143.8313757,34.80114337,0,11.73927941
AT4G15150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G15160,333.5697412,458.5780189,56.48785668,121.6143357,13.16182164,10.18116168,6.039077664,5.004311965,0,1.947840974,1.123682623,0,0,0
AT4G15165,0.96967948,10.32169174,27.08321896,15.7648213,46.06637572,8.908516472,57.37123781,50.04311965,29.51902682,35.71041786,20.22628721,18.22917033,1.564486409,1.956546568
AT4G15233,3.878717921,2.949054784,16.24993137,9.008469312,0,1.27264521,19.62700241,40.03449572,9.839675606,15.58272779,12.36050885,9.943183819,10.95140486,15.65237255
AT4G15236,0,0,5.416643791,18.01693862,6.580910818,0,10.56838591,15.0129359,6.559783737,2.597121299,4.49473049,1.657197303,6.257945635,2.934819852
AT4G15240,7.757435842,7.372636959,123.0351947,103.5973971,98.71366227,86.5398743,163.0550969,159.1371205,282.0707007,227.2481136,279.796973,243.6080036,100.1271302,111.5231544
AT4G15248,28.12070493,33.91413001,6.190450047,0,3.290455409,6.363226051,61.90054605,105.0905513,16.39945934,6.492803247,31.46311343,8.285986516,0,0
AT4G15250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G15260,75.63499946,145.9782118,304.1058586,391.8684151,26.32364327,7.635871262,3.019538832,7.006036752,32.79891869,25.97121299,17.97892196,137.5473762,228.4150157,288.5906188
AT4G15270,51.39301245,4.423582176,23.21418768,33.78175992,6.580910818,3.817935631,3.019538832,3.002587179,3.279891869,3.895681948,2.247365245,0,10.95140486,14.67409926
AT4G15390,1.93935896,17.6943287,66.547338,74.31987183,32.90455409,3.817935631,532.9486038,714.6157487,2676.391765,1742.668392,1894.528902,427.5569042,829.1777967,909.7941542
AT4G15400,254.0560238,213.8064718,458.0933035,313.0443086,29.61409868,15.27174252,45.29308248,47.04053247,6.559783737,4.544962273,3.371047868,0,0,0
AT4G15420,23.27230752,36.8631848,349.7604276,349.0781859,250.0746111,128.5371662,492.1848296,285.245782,259.1114576,101.2877307,53.93676588,16.57197303,328.5421459,108.5883345
AT4G15430,0.96967948,7.372636959,16.24993137,6.756351984,6.580910818,0,81.52754846,55.04743162,101.6766479,153.879437,97.76038816,33.14394606,1.564486409,1.956546568
AT4G15450,112.4828197,110.5895544,157.8564762,162.1524476,16.45227704,38.17935631,72.46893196,49.04225726,59.03805363,48.04674403,82.02883145,59.65910291,0,3.913093136
AT4G15460,9.696794802,0,53.39263165,9.008469312,0,0,1.509769416,6.005174358,0,2.597121299,0,0,0,1.956546568
AT4G15470,169.693909,237.3989101,805.5323124,689.1479024,325.7550855,361.4312397,783.5703269,504.4346461,2781.348305,3689.860085,3182.269187,2711.174788,761.9048811,608.4859827
AT4G15475,31.99942285,61.93015046,92.8567507,184.6736209,26.32364327,40.72464673,321.5808856,412.3553059,124.635891,209.0682646,253.9522727,232.0076224,95.43367094,119.3493407
AT4G15510,18.42391012,16.21980131,14.70231886,20.26905595,65.80910818,44.54258236,131.3499392,157.1353957,485.4239965,840.8180205,257.3233206,288.3523308,7.822432044,10.76100612
AT4G15520,267.6315365,272.7875675,1082.554952,945.8892778,842.3565847,559.9638925,403.1084341,561.4838025,334.5489706,400.6059603,146.0787409,165.7197303,483.4263003,439.2447045
AT4G15540,100.8466659,76.67542438,724.2826555,747.7029529,118.4563947,103.084262,294.4050361,160.1379829,259.1114576,242.1815611,335.9811042,346.3542364,93.86918453,103.6969681
AT4G15545,34.90846129,17.6943287,167.1421513,69.81563717,13.16182164,7.635871262,57.37123781,109.0940008,229.5924308,401.904521,487.6782582,301.6099092,287.8654992,436.3098847
AT4G15563,40.72653817,70.77731481,112.9757134,74.31987183,55.93774195,66.17755093,33.21492715,35.03018376,26.23913495,32.46401624,67.42095736,54.687511,4878.068623,2099.374468
AT4G15610,94.05890958,104.6914448,33.273669,22.52117328,0,27.99819463,9.058616496,4.003449572,0,1.298560649,0,19.88636764,17.2093505,20.54373897
AT4G15620,63.02916621,72.2518422,95.17816947,76.57198916,121.7468501,75.0860674,496.7141378,697.601088,4585.288832,6127.907705,8588.306284,3490.05752,9047.424902,13444.40974
AT4G15630,696.2298668,725.4674768,460.4147222,236.4723195,177.6845921,227.8034926,2833.837194,3902.362471,3535.723434,4425.494693,8578.193141,5375.948052,9865.651294,11806.78027
AT4G15640,245.3289085,246.2460744,1474.874724,1317.488637,1105.593017,890.8516472,1053.819052,950.8192734,770.7745891,796.0176781,265.1890989,674.4793024,328.5421459,404.0268663
AT4G15650,1.93935896,0,16.24993137,27.02540794,0,0,3.019538832,2.001724786,0,0,0,0,1.564486409,1.956546568
AT4G15660,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G15670,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G15680,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G15690,31.99942285,81.09900655,0,0,0,0,0,0,0,0,0,0,1.564486409,0
AT4G15700,0,0,0,0,0,0,0,5.004311965,0,0,0,0,0,0
AT4G15710,0,0,11.60709384,20.26905595,0,1.27264521,0,0,0,0,0,0,0,0
AT4G15715,0,0,0,0,0,0,0,0,0,2.597121299,0,0,0,0
AT4G15720,96.96794802,100.2678626,38.69031279,51.79869855,72.390019,44.54258236,40.76377423,30.02587179,32.79891869,25.97121299,4.49473049,34.80114337,15.64486409,22.50028553
AT4G15730,352.9633308,234.4498553,192.6777577,198.1863249,32.90455409,83.99458388,440.8526695,781.673529,52.4782699,111.0269355,33.71047868,91.14585167,111.078535,94.89250855
AT4G15740,2.909038441,2.949054784,0,0,0,0,0,0,0,0,0,0,0,0
AT4G15750,3382.242027,3047.848119,17275.22466,16947.18289,684.4147251,937.93952,576.7319169,793.6838777,6.559783737,8.440644221,0,0,0,0
AT4G15755,3.878717921,0,0.773806256,0,0,6.363226051,1.509769416,7.006036752,0,2.597121299,0,3.314394606,3.128972818,1.956546568
AT4G15765,138.6641657,134.1819927,22.44038142,24.77329061,0,0,0,0,0,0,0,0,64.14394276,50.87021077
AT4G15770,5509.718807,5545.697521,8331.571957,7492.794351,13490.86718,17514.14338,4884.104061,9447.140128,1728.503015,1974.461467,493.2966713,1456.676429,2867.703587,7447.594512
AT4G15790,40.72653817,53.08298611,39.46411905,81.07622381,184.2655029,155.2627157,135.8792474,263.2268094,649.41859,806.4061633,180.9129022,81.20266786,1.564486409,13.69582598
AT4G15810,6.787756361,5.898109567,49.52360038,40.53811191,36.1950095,40.72464673,271.7584949,125.1077991,154.1549178,125.960383,33.71047868,51.3731164,43.80561945,22.50028553
AT4G15820,16.48455116,30.96507523,290.9511522,337.8175992,167.8132259,117.0833593,99.64478145,244.2104239,203.3532958,303.2139116,142.7076931,101.0890355,31.28972818,44.02229778
AT4G15830,82.42275582,84.04806134,192.6777577,277.0104314,631.7674385,498.8769224,312.5222691,449.3872145,882.2909126,1423.871752,288.786434,44.74432719,6.257945635,23.47855882
AT4G15840,1107.373966,956.9682773,235.2371018,394.1205324,167.8132259,554.8733117,738.2772444,372.3208102,377.1875649,319.4459198,459.5861926,460.7008503,39.11216022,85.10977571
AT4G15885,0,0,0,0,0,0,0,0,0,0.649280325,2.247365245,1.657197303,1.564486409,4.89136642
AT4G15890,45.57493557,63.40467785,81.24965687,81.07622381,243.4937003,63.63226051,175.1332522,251.2164607,331.2690787,165.5664828,26.96838294,21.54356494,14.08037768,23.47855882
AT4G15920,1471.003771,1343.294454,69.64256303,171.1609169,6.580910818,6.363226051,67.93962372,14.0120735,22.95924308,6.492803247,2.247365245,0,0,0.978273284
AT4G15930,910.5290319,1849.057349,1112.733396,1166.596776,1747.231822,2042.595562,727.7088585,1098.946908,1036.44583,1212.855647,2347.372999,2388.021314,549.1347295,685.7695721
AT4G15940,64.96852517,89.9461709,215.1181391,522.4912201,315.8837193,148.8994896,289.8757279,284.2449196,852.7718858,660.9673705,830.4014581,515.3883613,719.6637481,749.3573356
AT4G15953,0.96967948,0,7.738062559,11.26058664,9.871366227,2.545290421,6.039077664,11.00948632,36.07881055,14.28416714,10.1131436,0,1.564486409,0
AT4G15955,95.99826854,64.87920524,156.3088637,204.9426769,85.55184063,43.26993715,101.1545509,53.04570683,91.83697232,55.83810792,74.16305309,3.314394606,104.8205894,155.5454522
AT4G15960,187.1481397,221.1791088,171.7849888,58.55505053,6.580910818,6.363226051,3.019538832,1.000862393,0,0,3.371047868,0,9.386918453,0.978273284
AT4G15970,429.5680097,526.4062789,71.96398179,58.55505053,0,19.08967815,0,3.002587179,0,1.947840974,0,1.657197303,0,0.978273284
AT4G15975,31.99942285,26.54149305,256.1298707,225.2117328,207.2986908,216.3496857,153.9964804,122.105212,167.2744853,264.2570922,139.3366452,97.77464089,3.128972818,0
AT4G15980,1.93935896,0,13.15470635,6.756351984,3.290455409,0,3.019538832,0,0,0.649280325,0,0,0,0
AT4G15990,0,0,0,0,0,0,0,0,0,1.298560649,0,0,0,0
AT4G16000,7.757435842,2.949054784,0,2.252117328,0,0,0,0,0,0,0,0,0,0
AT4G16008,7.757435842,7.372636959,0,0,0,0,0,0,0,0.649280325,0,0,7.822432044,7.826186273
AT4G16015,0,0,3.869031279,0,0,0,0,0,0,0,0,0,1.564486409,1.956546568
AT4G16024,0,0,0,0,0,0,0,0,0,0,0,0,9.386918453,15.65237255
AT4G16030,4.848397401,5.898109567,6.190450047,0,6.580910818,10.18116168,0,0,0,0,0,0,0,3.913093136
AT4G16040,1.93935896,4.423582176,0,0,0,0,0,0,0,0,0,0,1.564486409,0
AT4G16045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G16050,6.787756361,7.372636959,79.70204435,141.8833917,13.16182164,0,1.509769416,10.00862393,0,0,12.36050885,9.943183819,0,0
AT4G16060,467.3855095,467.4251832,280.1178646,405.3811191,98.71366227,127.264521,128.3304004,154.1328085,311.5897275,242.1815611,152.8208367,84.51706246,50.06356508,101.7404215
AT4G16070,622.5342263,735.7891685,255.3560644,216.2032635,108.5850285,89.08516472,92.09593437,108.0931385,88.55708045,87.00356351,86.52356194,31.48674876,350.4449556,437.288158
AT4G16080,0,0,0,0,0,0,1.509769416,0,0,0,0,0,3.128972818,0
AT4G16090,0,0,0,0,0,0,0,0,0,4.544962273,2.247365245,0,0,0
AT4G16095,0,0,0,0,0,0,0,0,0,0,0,0,1.564486409,3.913093136
AT4G16100,507.1423681,542.6260802,116.0709384,450.4234656,276.3982543,603.2338297,776.0214798,204.1759282,183.6739446,114.9226175,134.8419147,152.4621519,93.86918453,123.2624338
AT4G16140,0.96967948,2.949054784,0,0,29.61409868,20.36232336,13.58792474,47.04053247,88.55708045,155.1779976,1340.553369,1488.163178,0,2.934819852
AT4G16141,3192.184849,2214.740143,1136.72139,3533.572088,6199.21799,10915.47797,31539.0831,17391.9858,1754.74215,2712.043916,721.4042437,333.0966579,31.28972818,34.23956494
AT4G16146,128.9673709,104.6914448,117.6185509,38.28599458,85.55184063,197.2600076,36.23446598,55.04743162,134.4755666,191.5376958,243.8391291,167.3769276,2869.268074,2935.798125
AT4G16150,1025.92089,828.6843942,3434.152164,2396.252837,605.4437952,493.7863416,449.9112859,496.427747,406.7065917,488.2588042,394.4126005,376.1837878,583.5534305,1235.559158
AT4G16155,14.5451922,32.43960262,56.48785668,96.84104511,62.51865277,41.99729194,448.4015165,423.3647923,6061.240173,4329.401205,2356.36246,1453.362035,17.2093505,78.26186273
AT4G16162,0,0,0.773806256,0,0,0,0,0,0,0,0,0,0,1.956546568
AT4G16165,3727.447922,3619.964747,203.5110453,614.8280306,1201.016224,4204.819775,1.509769416,3.002587179,0,0,0,0,0,0
AT4G16180,365.569164,318.4979166,423.272022,409.8853537,128.3277609,232.8940735,741.2967832,1288.1099,793.7338322,672.6544164,585.4386464,233.6648197,506.8935965,1214.037146
AT4G16190,4335.436956,3556.560069,1012.912389,1155.336189,664.6719926,450.5164044,147.9574028,196.169029,13.11956747,16.88128844,7.865778358,8.285986516,107.9495622,150.6540857
AT4G16195,15.51487168,7.372636959,6.964256303,15.7648213,0,0,0,2.001724786,0,0,0,0,0,0
AT4G16200,0,0,0,0,0,0,1.509769416,0,0,0,0,0,1.564486409,0
AT4G16215,1.93935896,1.474527392,3.095225023,6.756351984,0,0,0,0,0,0,0,0,3.128972818,1.956546568
AT4G16220,6.787756361,17.6943287,14.70231886,2.252117328,16.45227704,8.908516472,0,2.001724786,36.07881055,5.194242598,2.247365245,0,0,0
AT4G16230,3.878717921,11.79621913,37.91650654,56.3029332,164.5227704,87.81251951,27.17584949,40.03449572,19.67935121,40.90466046,0,1.657197303,0,0
AT4G16240,3.878717921,0,0,0,16.45227704,0,0,0,0,0,0,0,0,0
AT4G16260,66.90788413,41.28676697,16.24993137,56.3029332,0,0,0,0,0,0.649280325,0,0,0,0
AT4G16270,0,1.474527392,2.321418768,0,0,2.545290421,9.058616496,4.003449572,6.559783737,11.68704584,3.371047868,0,0,0.978273284
AT4G16330,300.6006389,328.8196084,372.2008091,342.3218339,190.8464137,162.8985869,208.3481794,258.2224974,944.6088581,1032.355716,1328.19286,1163.352507,678.9871014,990.0125635
AT4G16360,988.1033903,1762.060233,1228.804334,1092.276904,417.8878369,1841.517619,1064.387438,816.7037128,1515.310043,1656.963389,1418.08747,1614.110173,3761.025327,1510.453951
AT4G16380,7.757435842,7.372636959,20.89276891,22.52117328,9.871366227,7.635871262,25.66608007,40.03449572,209.9130796,169.4621647,215.7470635,97.77464089,1.564486409,6.847912988
AT4G16390,137.6944862,235.9243827,815.5917937,752.2071876,526.4728654,501.4222128,1618.472814,1274.097826,2905.984196,2494.535008,638.2517296,293.3239227,98.56264376,196.6329301
AT4G16400,3.878717921,11.79621913,9.28567507,15.7648213,26.32364327,3.817935631,6.039077664,14.0120735,26.23913495,22.72481136,10.1131436,3.314394606,4.693459227,7.826186273
AT4G16410,177.4513449,367.1573206,89.76152568,49.54658122,384.9832828,1062.658751,427.2647447,421.3630675,954.4485337,1928.362564,1413.592739,717.5664323,14.08037768,51.84848406
AT4G16430,67.87756361,101.74239,277.7964459,619.3322652,384.9832828,147.6268444,230.9947206,223.1923137,678.9376168,705.767713,665.2201126,346.3542364,336.3645779,223.0463088
AT4G16440,97.9376275,110.5895544,201.1896265,247.7329061,184.2655029,104.3569072,147.9574028,135.1164231,308.3098356,267.5034938,242.7154465,172.3485195,270.6561487,197.6112034
AT4G16442,342.2968565,482.1704571,2340.763924,2011.140774,3540.53002,2675.100232,1781.527911,2295.97833,2108.970471,2291.959546,5153.208507,4219.224334,139.2392904,137.9365331
AT4G16444,465.4461505,511.661005,1069.400246,858.056702,914.7466037,1220.466757,970.7817344,903.778741,577.2609689,503.1922516,688.8174476,412.6421285,819.7908782,716.0960439
AT4G16447,436.3557661,454.1544367,88.98771942,150.891861,118.4563947,276.1640106,89.07639554,181.1560931,75.43751298,86.35428319,40.45257441,56.34470831,0,1.956546568
AT4G16450,1295.491786,1962.595959,1775.111551,1959.342075,5557.579186,6213.053916,2486.590228,2894.494041,3801.394676,4406.016283,2714.817216,3407.197655,567.9085664,1374.473964
AT4G16451,0,0,0.773806256,0,0,1.27264521,0,0,0,0,0,0,0,0
AT4G16460,8.727115322,5.898109567,13.92851261,22.52117328,0,3.817935631,3.019538832,9.007761538,0,0.649280325,0,0,1.564486409,7.826186273
AT4G16470,2.909038441,0,50.29740663,60.80716786,13.16182164,13.99909731,108.7033979,66.05691794,88.55708045,46.09890305,34.8341613,13.25757843,20.33832331,13.69582598
AT4G16490,1359.490631,1543.830179,656.9615112,704.9127237,1279.987154,1216.648821,1804.174452,3661.154634,3181.495112,2782.815472,2490.080692,1489.820376,677.422615,1520.236683
AT4G16500,13973.08131,19316.30883,5331.525103,8353.10317,8275.495353,6804.833939,455.9503636,845.7287222,1761.301933,2732.820887,4003.681184,3718.750748,12024.64254,13272.23364
AT4G16510,289.9341646,176.943287,383.0340967,353.5824205,417.8878369,431.4267263,150.9769416,295.254406,190.2337284,172.059286,28.09206556,62.97349752,311.3327954,361.9611151
AT4G16530,180.3603833,312.5998071,868.9844253,1966.098427,549.5060533,794.1306112,404.6182035,349.3009752,354.2283218,657.7209689,424.7520313,498.8163883,765.0338539,584.0291506
AT4G16540,0,0,1.547612512,0,6.580910818,10.18116168,9.058616496,1.000862393,36.07881055,14.28416714,5.618413113,0,6.257945635,5.869639704
AT4G16550,0,0,0.773806256,0,6.580910818,0,4.529308248,19.01638547,49.19837803,35.71041786,0,9.943183819,0,0
AT4G16560,0,0,0,4.504234656,0,1.27264521,0,0,0,0,0,0,0,0.978273284
AT4G16563,4367.436379,6853.603317,4819.265361,8004.024984,411.3069261,356.3406589,403.1084341,292.2518188,514.9430234,612.2713462,362.9494871,533.6175316,26.59626895,36.19611151
AT4G16580,670.0485208,653.2156346,754.4610995,806.2580035,306.012353,188.3514911,292.8952667,394.3397829,223.0326471,202.5754613,119.110358,132.5757843,810.4039598,503.8107413
AT4G16600,9.696794802,16.21980131,129.2256447,157.648213,9.871366227,3.817935631,9.058616496,11.00948632,9.839675606,8.440644221,5.618413113,1.657197303,4.693459227,7.826186273
AT4G16610,22.30262804,23.59243827,40.2379253,29.27752527,23.03318786,31.81613026,30.19538832,59.05088119,36.07881055,112.9747765,87.64724456,77.88827325,0,0.978273284
AT4G16620,0.96967948,1.474527392,280.8916709,137.379157,55.93774195,176.8976842,99.64478145,110.0948632,49.19837803,40.90466046,392.1652353,513.731164,7584.63011,7104.220589
AT4G16630,416.9621765,437.9346354,275.4750271,1022.461267,822.6138522,993.9359092,945.1156544,456.3932512,754.3751298,1239.47614,460.7098753,909.8013194,56.32151072,69.45740317
AT4G16640,0,0,0,9.008469312,0,0,4.529308248,4.003449572,0,0,4.49473049,1.657197303,1.564486409,1.956546568
AT4G16650,14.5451922,28.01602045,357.4984902,171.1609169,246.7841557,180.7156199,741.2967832,815.7028504,944.6088581,1077.805339,1469.77687,944.6024628,301.9458769,146.7409926
